name,formula,state,formula_raw,phase_flag,mw,hf298,T_low,T_high,dh298_0,a1,a2,a3,a4,a5,a6,a7,b1,b2,eq
silver,Ag,g,AG  1.00    0.00    0.00    0.00    0.00,0,107.8682,284900,200,1000,6197.428,0,0,2.5,0,0,0,0,33520.0237,6.56281935,1
aluminum,Al,g,AL  1.00    0.00    0.00    0.00    0.00,0,26.981538,330000,200,1000,6918.671,5006.60889,18.61304407,2.412531111,0.00019876,-2.43E-07,1.54E-10,-3.94E-14,38874.1268,6.086585765,1
aluminum borate,AlBO2,g,AL  1.00B   1.00O   2.00    0.00    0.00,0,69.791338,-541416.208,300,1000,0,0,0,2.3087234,0.018890539,-2.06E-05,1.03E-08,-1.69E-12,-66482.167,14.47701848,1
aluminum bromide,AlBr,g,AL  1.00BR  1.00    0.00    0.00    0.00,0,106.885538,14325.015,200,1000,9571.115,8176.15864,-251.6942718,5.40329633,-0.001747213,2.08E-06,-1.26E-09,3.17E-13,1635.024429,-2.323594886,1
aluminum bromide,AlBr2,g,AL  1.00BR  2.00    0.00    0.00    0.00,0,186.789538,-140662.125,200,1000,13397.875,31993.7587,-711.917897,9.47825811,-0.004875532,5.52E-06,-3.34E-09,8.37E-13,-15405.91306,-17.42171366,1
aluminum bromide,AlBr3,g,AL  1.00BR  3.00    0.00    0.00    0.00,0,266.693538,-410476.664,200,1000,17943.336,47189.4884,-1053.853163,13.50747168,-0.00663987,7.27E-06,-4.28E-09,1.05E-12,-46994.4033,-36.6793678,1
aluminum carbide,AlC,g,AL  1.00C   1.00    0.00    0.00    0.00,0,38.992238,682283.509,200,1000,9058.109,41399.2188,-585.867789,5.96244572,-0.002006064,1.67E-06,-7.12E-10,1.27E-13,83834.3611,-8.00216505,1
aluminum carbide,AlC2,g,AL  1.00C   2.00    0.00    0.00    0.00,0,51.002938,675615.776,200,1000,12262.776,15240.87465,-264.9987059,6.2804149,-0.000178604,3.79E-06,-4.00E-09,1.30E-12,80927.6328,-6.247291862,1
aluminum chloride,AlCl,g,AL  1.00CL  1.00    0.00    0.00    0.00,0,62.434238,-51007.443,200,1000,9323.112,23808.81392,-445.715942,5.99285399,-0.0027773,3.10E-06,-1.82E-09,4.41E-13,-5202.73603,-7.383305224,1
aluminum chloride,AlCl2,g,AL  1.00CL  2.00    0.00    0.00    0.00,0,97.886938,-240874.252,200,1000,12846.859,53405.4595,-967.805798,10.06252671,-0.005539528,5.82E-06,-3.31E-09,7.83E-13,-26076.2711,-23.93365135,1
aluminum chloride,AlCl3,g,AL  1.00CL  3.00    0.00    0.00    0.00,0,133.339638,-584678.863,200,1000,16400.803,77506.0097,-1440.779717,14.01744141,-0.006381631,5.87E-06,-2.91E-09,5.99E-13,-65793.4318,-44.94018811,1
aluminum fluoride,AlF,g,AL  1.00F   1.00    0.00    0.00    0.00,0,45.9799412,-264060.446,200,1000,8892.107,30207.71686,-308.0986949,3.88641314,0.003564344,-5.86E-06,4.39E-09,-1.26E-12,-31175.72862,2.032567172,1
aluminum monofluoride monochloride,AlFCl,g,AL  1.00F   1.00CL  1.00    0.00    0.00,0,81.4326412,-436409.913,200,1000,12133.195,41047.7948,-576.964642,6.5626427,0.004106286,-7.21E-06,5.49E-09,-1.58E-12,-51148.287,-6.041232579,1
aluminum monofluoride dichloride,AlFCl2,g,AL  1.00F   1.00CL  2.00    0.00    0.00,0,116.8853412,-791395.404,200,1000,15738.26,69556.0734,-1188.857902,11.5667259,0.000457496,-3.41E-06,3.36E-09,-1.09E-12,-91620.4926,-32.06065851,1
aluminum fluoride,AlF2,g,AL  1.00F   2.00    0.00    0.00    0.00,0,64.9783444,-631764.175,200,1000,11600.932,29949.51991,-219.4199915,3.41674876,0.012729539,-1.88E-05,1.33E-08,-3.68E-12,-76075.3765,8.759626916,1
aluminum difluoride monochloride,AlF2Cl,g,AL  1.00F   2.00CL  1.00    0.00    0.00,0,100.4310444,-999128.145,200,1000,14827.517,56774.1209,-886.982947,8.75274655,0.008195791,-1.38E-05,1.03E-08,-2.95E-12,-117793.6778,-18.58347808,1
aluminum fluoride,AlF3,g,AL  1.00F   3.00    0.00    0.00    0.00,0,83.9767476,-1209276.938,200,1000,14043.722,44102.6352,-566.749574,5.83307285,0.016035351,-2.41E-05,1.71E-08,-4.75E-12,-144334.9991,-5.461613658,1
aluminum hydride,AlH,g,AL  1.00H   1.00    0.00    0.00    0.00,0,27.989478,249250.804,200,1000,8668.104,-37591.1403,508.900223,1.128086896,0.003988661,-2.15E-07,-2.18E-09,1.02E-12,26444.31827,16.50021856,1
aluminum monohydride monochloride,AlHCl,g,AL  1.00H   1.00CL  1.00    0.00    0.00,0,63.442178,10521.966,200,1000,10886.572,35871.6976,-591.624999,6.94454238,-0.002511543,6.47E-06,-5.64E-09,1.72E-12,2750.930479,-9.903752973,1
aluminum monohydride dichloride,AlHCl2,g,AL  1.00H   1.00CL  2.00    0.00    0.00,0,98.894878,-351278.965,200,1000,13676.196,118482.8615,-2054.157118,15.74696513,-0.014762573,2.07E-05,-1.42E-08,3.83E-12,-34342.7746,-57.61184971,1
aluminum monohydride monofluoride,AlHF,g,AL  1.00H   1.00F   1.00    0.00    0.00,0,46.9878812,-182614.484,200,1000,10572.121,-9289.5451,133.5515868,2.77244868,0.006751415,-4.13E-06,5.87E-10,2.28E-13,-23846.85845,12.28752581,1
aluminum monohydride monofluoride monochloride,AlHFCl,g,AL  1.00H   1.00F   1.00CL  1.00    0.00,0,82.4405812,-555244.524,200,1000,12532.636,129037.3237,-2142.099873,14.8543442,-0.011403269,1.56E-05,-1.07E-08,2.86E-12,-58183.0307,-54.83425532,1
aluminum monohydride difluoride,AlHF2,g,AL  1.00H   1.00F   2.00    0.00    0.00,0,65.9862844,-765299.182,200,1000,12299.975,105018.1431,-1398.654202,9.16633484,0.003867287,-4.83E-06,3.10E-09,-8.44E-13,-86590.488,-25.57299683,1
aluminum hydride,AlH2,g,AL  1.00H   2.00    0.00    0.00    0.00,0,28.997418,276774.934,200,1000,10090.834,14551.82996,-215.3768996,5.14437023,-0.003965222,1.34E-05,-1.22E-08,3.74E-12,33110.3794,-3.608799711,1
aluminum dihydride monochloride,AlH2Cl,g,AL  1.00H   2.00CL  1.00    0.00    0.00,0,64.450118,-106345.406,200,1000,11253.251,93038.2898,-1328.188016,9.42476359,-0.003277661,1.00E-05,-8.95E-09,2.71E-12,-7647.43793,-26.82512913,1
aluminum dihydride monofluoride,AlH2F,g,AL  1.00H   2.00F   1.00    0.00    0.00,0,47.9958212,-316655.854,200,1000,10764.801,89060.3929,-975.080393,5.87077232,0.006896664,-4.05E-06,7.22E-10,7.33E-14,-34253.026,-9.387539141,1
aluminum hydride,AlH3,g,AL  1.00H   3.00    0.00    0.00    0.00,0,30.005358,128896.08,200,1000,10410.58,14812.07909,-28.3649534,2.507597126,0.007315921,2.33E-06,-6.39E-09,2.46E-12,14631.89428,8.3131877,1
aluminum iodide,AlI,g,AL  1.00I   1.00    0.00    0.00    0.00,0,153.886008,67395.017,200,1000,9751.117,1870.854131,-154.3184003,5.07439188,-0.001120585,1.39E-06,-8.54E-10,2.18E-13,7517.44369,0.668826762,1
aluminum iodide,AlI2,g,AL  1.00I   2.00    0.00    0.00    0.00,0,280.790478,-33812.954,200,1000,13923.046,14234.13595,-464.657569,8.72267491,-0.003560519,4.19E-06,-2.62E-09,6.72E-13,-3846.13333,-10.73076578,1
aluminum iodide,AlI3,g,AL  1.00I   3.00    0.00    0.00    0.00,0,407.694948,-191330.433,200,1000,19003.567,27060.32439,-755.993681,12.71396349,-0.005466884,6.30E-06,-3.86E-09,9.77E-13,-22209.66921,-28.47883861,1
aluminum nitride,AlN,g,AL  1.00N   1.00    0.00    0.00    0.00,0,40.988278,438829.011,200,1000,9265.111,27166.45079,-254.349111,3.53898772,0.005296256,-9.85E-06,8.45E-09,-2.59E-12,53099.9491,5.399436684,1
aluminum oxide,AlO,g,AL  1.00O   1.00    0.00    0.00    0.00,0,42.980938,67319.006,200,1000,8788.106,-7683.3911,295.7969549,0.480810844,0.011692249,-1.60E-05,1.06E-08,-2.65E-12,5843.67217,21.60997839,1
aluminum monoxide monochloride,AlOCl,g,AL  1.00O   1.00CL  1.00    0.00    0.00,0,78.433638,-301564.57,200,1000,11906.037,-5144.62779,-58.8629707,4.45231693,0.009288235,-1.25E-05,8.18E-09,-2.13E-12,-37596.8365,2.476857081,1
aluminum monoxide dichloride,AlOCl2,g,AL  1.00O   1.00CL  2.00    0.00    0.00,0,113.886338,-402308.669,200,1000,15752.494,69026.3713,-1189.2975,11.61842739,0.000281828,-3.15E-06,3.17E-09,-1.03E-12,-44833.2307,-31.65475922,1
aluminum monoxide monofluoride,AlOF,g,AL  1.00O   1.00F   1.00    0.00    0.00,0,61.9793412,-572289.603,200,1000,11003.003,7030.57836,-115.457543,3.37882359,0.012839292,-1.75E-05,1.16E-08,-3.06E-12,-69593.817,5.994804586,1
aluminum monoxide difluoride,AlOF2,g,AL  1.00O   1.00F   2.00    0.00    0.00,0,80.9777444,-773649.771,200,1000,14055.387,47560.8529,-612.431836,6.05022366,0.015592915,-2.37E-05,1.69E-08,-4.69E-12,-91718.2749,-4.956258224,1
aluminum hydroxide,AlOH,g,AL  1.00O   1.00H   1.00    0.00    0.00,0,43.988878,-192762.171,200,1000,10351.931,58762.8383,-944.913421,7.82044585,0.000586294,-4.08E-06,4.59E-09,-1.56E-12,-19932.96951,-20.64957915,1
aluminum hydroxide monochloride,AlOHCl,g,AL  1.00O   1.00H   1.00CL  1.00    0.00,0,79.441578,-373785.74,200,1000,13918.918,16363.60341,-191.5959416,4.71117047,0.013880685,-2.00E-05,1.44E-08,-4.03E-12,-45680.8372,4.644201841,1
aluminum hydroxide dichloride,AlOHCl2,g,AL  1.00O   1.00H   1.00CL  2.00    0.00,0,114.894278,-725145.408,200,1000,17149.806,39719.2906,-775.155384,9.4940509,0.010744015,-1.68E-05,1.26E-08,-3.61E-12,-85847.9698,-19.93482077,1
aluminum hydroxide monofluoride,AlOHF,g,AL  1.00O   1.00H   1.00F   1.00    0.00,0,62.9872812,-574211.575,200,1000,13315.081,-1556.003336,288.6581999,0.770379329,0.024504063,-3.42E-05,2.39E-08,-6.57E-12,-71772.2256,24.53071801,1
aluminum hydroxide difluoride,AlOHF2,g,AL  1.00O   1.00H   1.00F   2.00    0.00,0,81.9856844,-1141510.711,200,1000,15428.498,17382.63538,-130.7687299,3.31238192,0.027847341,-3.98E-05,2.81E-08,-7.76E-12,-138413.3568,10.04739945,1
aluminum oxide,AlO2,g,AL  1.00O   2.00    0.00    0.00    0.00,0,58.980338,-38647.476,200,1000,13361.628,43383.4649,-473.510429,6.0016157,0.007094695,-1.13E-05,8.25E-09,-2.33E-12,-3824.98594,-4.829452926,1
AL(OH)2,AlO2H2,g,AL  1.00O   2.00H   2.00    0.00    0.00,0,60.996218,-507660.67,200,1000,14027.535,4397.31691,132.7680339,1.093947024,0.030540592,-4.38E-05,3.17E-08,-9.00E-12,-63154.3739,21.01977655,1
AL(OH)2CL,AlO2H2Cl,g,AL  1.00O   2.00H   2.00CL  1.00    0.00,0,96.448918,-859056.724,200,1000,17222.037,24778.79709,-445.457721,5.9284702,0.027301627,-4.04E-05,2.97E-08,-8.48E-12,-103377.803,-3.679945445,1
AL(OH)2F,AlO2H2F,g,AL  1.00O   2.00H   2.00F   1.00    0.00,0,79.9946212,-1069628.708,200,1000,16472.051,21328.12662,-193.2900224,3.069174664,0.035550173,-5.18E-05,3.75E-08,-1.06E-11,-129579.7992,10.01897011,1
AL(OH)3,AlO3H3,g,AL  1.00O   3.00H   3.00    0.00    0.00,0,78.003558,-1012667.542,200,1000,17594.767,-14024.75452,369.607346,-0.297960065,0.049298594,-6.98E-05,5.01E-08,-1.41E-11,-125526.076,27.11490074,1
aluminum sulfide,AlS,g,AL  1.00S   1.00    0.00    0.00    0.00,0,59.047538,232682.009,200,1000,9088.109,26117.42801,-347.067389,4.43620459,0.003340168,-8.41E-06,8.51E-09,-2.78E-12,28637.79062,0.752295953,1
aluminum sulfide,AlS2,g,AL  1.00S   2.00    0.00    0.00    0.00,0,91.113538,248535.279,200,1000,14428.779,42523.3541,-776.46033,9.80106896,-0.00391068,3.88E-06,-2.08E-09,4.68E-13,31679.6154,-21.78094603,1
dialuminum,Al2,g,AL  2.00    0.00    0.00    0.00    0.00,0,53.963076,501301.722,200,1000,10139.122,-5281.50965,-17.27374523,4.60407701,-0.000261647,6.30E-07,-3.29E-10,8.89E-14,59007.0639,3.060188921,1
aluminum bromide,Al2Br6,g,AL  2.00BR  6.00    0.00    0.00    0.00,0,533.387076,-942422.811,200,1000,38217.189,64833.197,-1947.687811,28.86989822,-0.013658258,1.56E-05,-9.49E-09,2.39E-12,-110152.6833,-102.5934782,1
aluminum carbide,Al2C2,g,AL  2.00C   2.00    0.00    0.00    0.00,0,77.984476,544978,200,1000,16165.001,11109.87147,-350.243423,8.598856,0.001832529,1.04E-06,-2.09E-09,7.72E-13,64927.6419,-16.45080239,1
aluminum chloride,Al2Cl6,g,AL  2.00CL  6.00    0.00    0.00    0.00,0,266.679276,-1296876.242,200,1000,34147.09,134093.5279,-3001.037953,31.43000879,-0.017004085,1.79E-05,-1.02E-08,2.41E-12,-147183.0046,-127.4445425,1
aluminum fluoride,Al2F6,g,AL  2.00F   6.00    0.00    0.00    0.00,0,167.9534952,-2632491.231,200,1000,26064.089,191506.1289,-3168.24025,22.45374802,0.01271532,-2.49E-05,1.96E-08,-5.71E-12,-304996.255,-93.96473101,1
aluminum iodide,Al2I6,g,AL  2.00I   6.00    0.00    0.00    0.00,0,815.389896,-487747.035,200,1000,40920.966,25875.71514,-1280.719742,26.7771582,-0.009913018,1.17E-05,-7.30E-09,1.87E-12,-58911.0555,-83.30209321,1
aluminum oxide,Al2O,g,AL  2.00O   1.00    0.00    0.00    0.00,0,69.962476,-148611.286,200,1000,12776.514,7776.5307,-129.4235361,4.91250952,0.008604223,-1.22E-05,8.31E-09,-2.24E-12,-18865.12879,-0.028063683,1
aluminum oxide,Al2O2,g,AL  2.00O   2.00    0.00    0.00    0.00,0,85.961876,-403095.587,200,1000,15842.613,-19405.60042,250.8489836,3.62140379,0.019513853,-2.56E-05,1.66E-08,-4.31E-12,-51726.9728,9.923995945,1
aluminum oxide,Al2O3,g,AL  2.00O   3.00    0.00    0.00    0.00,0,101.961276,-546890.53,200,1000,19598.07,-7443.37432,88.2900421,5.26466264,0.025076788,-3.43E-05,2.30E-08,-6.12E-12,-68726.8595,2.202324298,1
aluminum sulfide,Al2S,g,AL  2.00S   1.00    0.00    0.00    0.00,0,86.029076,220679.131,200,1000,14003.931,40946.2437,-779.717247,9.8144231,-0.00394034,3.91E-06,-2.11E-09,4.75E-13,28339.63305,-24.65065808,1
aluminum sulfide,Al2S2,g,AL  2.00S   2.00    0.00    0.00    0.00,0,118.095076,135287.321,200,1000,18099.521,66145.8732,-1111.319537,12.57007304,-0.001456053,-5.85E-07,1.39E-09,-5.50E-13,19144.56895,-36.00274552,1
argon,Ar,g,AR  1.00    0.00    0.00    0.00    0.00,0,39.948,0,200,1000,6197.428,0,0,2.5,0,0,0,0,-745.375,4.37967491,1
boron,B,g,B   1.00    0.00    0.00    0.00    0.00,0,10.811,575598.76,200,1000,6316.06,118.2394638,-0.070099169,2.500236159,-4.58E-07,5.12E-10,-3.06E-13,7.53E-17,68483.5908,4.20950192,1
boron monobromide,BBr,g,B   1.00BR  1.00    0.00    0.00    0.00,0,90.715,240952.358,200,1000,8997.058,37960.935,-497.609602,5.2670082,-3.74E-05,-1.13E-06,1.26E-09,-4.29E-13,30381.25367,-4.35340733,1
boron dibromide,BBr2,g,B   1.00BR  2.00    0.00    0.00    0.00,0,170.619,97828.617,200,1000,12200.717,65165.5071,-902.959076,8.0638178,0.001129849,-4.20E-06,3.97E-09,-1.28E-12,14704.66408,-13.36453164,1
boron tribromide,BBr3,g,B   1.00BR  3.00    0.00    0.00    0.00,0,250.523,-205300,200,1000,15702.797,39680.7369,-633.108716,8.05455157,0.009777571,-1.61E-05,1.22E-08,-3.52E-12,-23667.23308,-11.0609939,1
boron monocarbide,BC,g,B   1.00C   1.00    0.00    0.00    0.00,0,22.8217,838161.905,200,1000,8735.105,-39157.58,728.453806,-1.552743361,0.015528987,-1.98E-05,1.27E-08,-3.23E-12,96449.1368,32.48204466,1
boron dicarbide,BC2,g,B   1.00C   2.00    0.00    0.00    0.00,0,34.8324,801258.725,200,1000,11687.825,-29874.22175,364.312658,2.963469415,0.00656175,-3.54E-06,1.93E-10,3.12E-13,93048.3573,10.83424193,1
boron monochloride,BCl,g,B   1.00CL  1.00    0.00    0.00    0.00,0,46.2637,183173.437,200,1000,8861.337,22024.58989,-170.0511155,3.066075869,0.00559507,-8.46E-06,6.08E-09,-1.70E-12,21974.02537,6.38896919,1
boron monochloride hydroxide,BClOH,g,B   1.00CL  1.00O   1.00H   1.00    0.00,0,63.27104,-234005.381,200,1000,12431.519,-28984.27288,689.404658,-2.288138069,0.033494286,-4.73E-05,3.33E-08,-9.22E-12,-32619.811,39.7688594,1
BCL(OH)2,BClO2H2,g,B   1.00CL  1.00O   2.00H   2.00    0.00,0,80.27838,-805387.658,200,1000,13565.103,80726.2301,-859.461982,2.705039614,0.038787996,-5.72E-05,4.15E-08,-1.17E-11,-93799.1074,7.13497709,1
boron dichloride,BCl2,g,B   1.00CL  2.00    0.00    0.00    0.00,0,81.7164,-60881.49,200,1000,11513.621,35988.7942,-360.28265,4.15768545,0.011528775,-1.82E-05,1.34E-08,-3.84E-12,-6765.10705,5.18230086,1
boron dichloride hydroxide,BCl2OH,g,B   1.00CL  2.00O   1.00H   1.00    0.00,0,98.72374,-604917.444,200,1000,14051.769,20997.5517,-247.0699169,2.578761742,0.031203624,-4.55E-05,3.24E-08,-9.04E-12,-73090.2862,12.73657699,1
boron trichloride,BCl3,g,B   1.00CL  3.00    0.00    0.00    0.00,0,117.1691,-404500,200,1000,13970.666,23929.70339,-414.037886,5.48803526,0.016483957,-2.46E-05,1.74E-08,-4.85E-12,-48394.6984,-1.67536672,1
boron monofluoride,BF,g,B   1.00F   1.00    0.00    0.00    0.00,0,29.8094032,-106931.884,200,1000,8694.67,-52389.5473,811.847664,-1.141614903,0.011612494,-1.18E-05,6.02E-09,-1.24E-12,-17745.41998,30.05086287,1
boron monofluoride monochloride,BFCl,g,B   1.00F   1.00CL  1.00    0.00    0.00,0,65.2621032,-279184.068,200,1000,11033.04,-23635.12735,438.316898,0.391809572,0.017199907,-2.14E-05,1.34E-08,-3.37E-12,-36871.6659,26.68102062,1
boron monofluoride dichloride,BFCl2,g,B   1.00F   1.00CL  2.00    0.00    0.00,0,100.7148032,-643000,200,1000,13230.913,4402.55124,-157.1398929,4.01632231,0.017433961,-2.25E-05,1.43E-08,-3.65E-12,-78224.5262,6.88608581,1
boron monofluoride hydroxide,BFOH,g,B   1.00F   1.00O   1.00H   1.00    0.00,0,46.8167432,-451631.678,200,1000,11973.122,-75639.5367,1354.838128,-5.64821011,0.038702747,-5.04E-05,3.34E-08,-8.85E-12,-61944.4611,58.0036282,1
BF(OH)2,BFO2H2,g,B   1.00F   1.00O   2.00H   2.00    0.00,0,63.8240832,-1049889.539,200,1000,12885.22,13818.00676,252.9637004,-3.84455204,0.052551409,-7.19E-05,4.95E-08,-1.35E-11,-128312.3258,42.9365937,1
boron difluoride,BF2,g,B   1.00F   2.00    0.00    0.00    0.00,0,48.8078064,-499426.904,200,1000,10612.202,-67876.5176,1085.903536,-3.023320961,0.023265037,-2.64E-05,1.52E-08,-3.52E-12,-66409.1825,44.3196831,1
boron difluoride monochloride,BF2Cl,g,B   1.00F   2.00CL  1.00    0.00    0.00,0,84.2605064,-888000,200,1000,12323.693,4500.10125,-119.6284966,3.19863514,0.017434269,-1.99E-05,1.13E-08,-2.54E-12,-107677.9851,10.08194481,1
boron difluoride hydroxide,BF2OH,g,B   1.00F   2.00O   1.00H   1.00    0.00,0,65.8151464,-1092217.322,200,1000,12395.887,-7522.52165,436.712169,-3.128973474,0.043239577,-5.79E-05,3.89E-08,-1.04E-11,-134425.9458,41.3917055,1
boron trifluoride,BF3,g,B   1.00F   3.00    0.00    0.00    0.00,0,67.8062096,-1136000,200,1000,11651.226,3465.584,21.33198651,1.641245191,0.019937551,-2.15E-05,1.15E-08,-2.44E-12,-137945.5591,16.25533544,1
boron monohydride,BH,g,B   1.00H   1.00    0.00    0.00    0.00,0,11.81894,456723.204,200,1000,8639.104,20630.8255,-368.250252,6.07133787,-0.008728321,1.46E-05,-1.04E-08,2.78E-12,55566.2914,-13.00392582,1
boron monohydride monochloride,BHCl,g,B   1.00H   1.00CL  1.00    0.00    0.00,0,47.27164,141418.307,200,1000,10304.807,47632.7491,-442.001652,3.97564588,0.008541699,-1.38E-05,1.13E-08,-3.57E-12,18222.78428,3.02844288,1
boron monohydride dichloride,BHCl2,g,B   1.00H   1.00CL  2.00    0.00    0.00,0,82.72434,-251883.529,200,1000,11745.632,44199.1481,-238.4739577,1.356682235,0.025178669,-3.63E-05,2.64E-08,-7.63E-12,-30038.77914,17.87023528,1
boron monohydride monofluoride,BHF,g,B   1.00H   1.00F   1.00    0.00    0.00,0,30.8173432,-76012.343,200,1000,10042.057,-49083.6226,961.076021,-2.919850316,0.021491566,-2.60E-05,1.69E-08,-4.55E-12,-14669.25195,41.6070931,1
boron monohydride monofluoride monochloride,BHFCl,g,B   1.00H   1.00F   1.00CL  1.00    0.00,0,66.2700432,-483036.62,200,1000,11414.539,576.116972,304.215625,-0.980890036,0.028038436,-3.68E-05,2.50E-08,-6.87E-12,-60502.0739,31.32841413,1
boron monohydride difluoride,BHF2,g,B   1.00H   1.00F   2.00    0.00    0.00,0,49.8157464,-739613.811,200,1000,10659.347,-83535.4028,1616.659766,-8.16140567,0.041537868,-4.92E-05,3.05E-08,-7.79E-12,-97480.6546,70.3863075,1
boron dihydride,BH2,g,B   1.00H   2.00    0.00    0.00    0.00,0,12.82688,318289.275,200,1000,10002.575,37527.9773,-487.733313,6.34017278,-0.006136702,1.19E-05,-7.12E-09,1.31E-12,39476.6865,-12.9084152,1
boron dihydride monochloride,BH2Cl,g,B   1.00H   2.00CL  1.00    0.00    0.00,0,48.27958,-80845.754,200,1000,10426.902,16466.38117,127.7320942,0.130026892,0.019381432,-2.32E-05,1.61E-08,-4.67E-12,-11121.12215,23.0849918,1
boron dihydride monofluoride,BH2F,g,B   1.00H   2.00F   1.00    0.00    0.00,0,31.8252832,-323956.732,200,1000,10137.922,-88379.2044,1705.285929,-8.06124613,0.036431887,-4.15E-05,2.62E-08,-6.93E-12,-47872.7341,68.6208767,1
boron trihydride,BH3,g,B   1.00H   3.00    0.00    0.00    0.00,0,13.83482,88000,200,1000,9992.015,-44307.912,679.225729,0.469891965,0.005702213,4.14E-06,-5.58E-09,1.68E-12,6145.42483,20.08713776,1
BH3NH3,BH6N,g,B   1.00H   6.00N   1.00    0.00    0.00,0,30.86538,-115000,200,1000,12681.53,-181106.3598,3010.341543,-15.24271135,0.062156378,-5.96E-05,3.27E-08,-7.75E-12,-29342.78877,108.7399627,1
boron moniodide,BI,g,B   1.00I   1.00    0.00    0.00    0.00,0,137.71547,325987.502,200,1000,9142.202,35174.4953,-544.58193,6.02751101,-0.002387238,2.24E-06,-1.11E-09,2.28E-13,40719.1013,-7.28804984,1
boron diiodide,BI2,g,B   1.00I   2.00    0.00    0.00    0.00,0,264.61994,238096.324,200,1000,12688.424,66409.759,-1044.411994,9.73419724,-0.003952558,3.17E-06,-1.27E-09,1.88E-13,32057.5089,-20.12407058,1
boron triiodide,BI3,g,B   1.00I   3.00    0.00    0.00    0.00,0,391.52441,21400,200,1000,16933.072,62431.1489,-1002.408628,11.06650075,0.001609588,-5.15E-06,4.73E-09,-1.51E-12,5160.34815,-24.20687643,1
boron mononitride,BN,g,B   1.00N   1.00    0.00    0.00    0.00,0,24.81774,574726.408,200,1000,8961.108,-45697.0758,670.428607,0.036150891,0.007339488,-4.97E-06,1.23E-09,6.34E-14,64854.6508,25.39870138,1
boron monoxide,BO,g,B   1.00O   1.00    0.00    0.00    0.00,0,26.8104,20406.404,200,1000,8674.104,-11662.16822,92.1757939,3.65549849,-0.003118543,9.01E-06,-8.02E-09,2.47E-12,873.828478,4.48284739,1
boron oxychloride,BOCl,g,B   1.00O   1.00CL  1.00    0.00    0.00,0,62.2631,-318536.695,200,1000,10607.913,70523.8064,-1315.301429,11.30087727,-0.012071121,1.88E-05,-1.37E-08,3.85E-12,-33553.991,-36.9846324,1
boron monoxide dichloride,BOCl2,g,B   1.00O   1.00CL  2.00    0.00    0.00,0,97.7158,-361565.512,200,1000,13169.65,7322.66736,-202.7726965,4.16192409,0.017333095,-2.26E-05,1.45E-08,-3.72E-12,-44144.4188,6.5204149,1
boron oxyfluoride,BOF,g,B   1.00O   1.00F   1.00    0.00    0.00,0,45.8088032,-592978.311,200,1000,9988.295,72268.0265,-1131.38663,8.81605452,-0.004627695,7.80E-06,-5.68E-09,1.53E-12,-67111.1601,-25.47957229,1
boron monoxide difluoride,BOF2,g,B   1.00O   1.00F   2.00    0.00    0.00,0,64.8072064,-832767.7,200,1000,11611.458,7227.79413,21.48783624,1.157840301,0.022505853,-2.61E-05,1.51E-08,-3.52E-12,-101399.5733,20.10127136,1
boron monohydroxide,BOH,g,B   1.00O   1.00H   1.00    0.00    0.00,0,27.81834,-6756.578,200,1000,10031.524,-75214.1027,1391.444703,-5.63033018,0.029663588,-3.83E-05,2.55E-08,-6.80E-12,-8341.30028,55.1769004,1
borate,BO2,g,B   1.00O   2.00    0.00    0.00    0.00,0,42.8098,-309121.947,200,1000,10772.157,-41410.9064,719.885461,-1.477629435,0.022774152,-2.79E-05,1.72E-08,-4.28E-12,-41776.5769,32.5845801,1
B(OH)2,BO2H2,g,B   1.00O   2.00H   2.00    0.00    0.00,0,44.82568,-425243.642,200,1000,11971.658,1491.659222,364.818484,-2.906006389,0.041368345,-5.78E-05,4.07E-08,-1.13E-11,-53754.8366,38.8853518,1
boron monosulfide,BS,g,B   1.00S   1.00    0.00    0.00    0.00,0,42.877,273519.405,200,1000,8724.105,-38394.901,698.941749,-1.21398046,0.013963913,-1.69E-05,1.04E-08,-2.58E-12,28656.85472,31.54823443,1
boron disulfide,BS2,g,B   1.00S   2.00    0.00    0.00    0.00,0,74.943,63867.46,200,1000,13559.56,18202.64374,-515.067189,8.547515,-0.001626155,1.87E-06,-1.28E-09,3.68E-13,8186.83975,-17.78380851,1
diboron,B2,g,B   2.00    0.00    0.00    0.00    0.00,0,21.622,857370.506,200,1000,8805.106,-151641.8096,2630.168946,-13.81358321,0.052162252,-6.93E-05,4.47E-08,-1.13E-11,89952.5105,98.1311849,1
diboron monocarbide,B2C,g,B   2.00C   1.00    0.00    0.00    0.00,0,33.6327,800432.614,200,1000,11723.114,-41665.1987,579.777952,1.411017091,0.011747057,-1.07E-05,4.72E-09,-7.97E-13,91968.742,17.69254387,1
diboron tetrachloride,B2Cl4,g,B   2.00CL  4.00    0.00    0.00    0.00,0,163.4328,-490000,200,1000,21588.132,42855.5513,-728.074881,9.31576367,0.023316296,-3.51E-05,2.46E-08,-6.74E-12,-58190.2324,-16.22084979,1
diboron tetrafluoride,B2F4,g,B   2.00F   4.00    0.00    0.00    0.00,0,97.6156128,-1438000,200,1000,17680.793,-59716.9564,818.942544,-0.643767129,0.038589661,-4.31E-05,2.40E-08,-5.39E-12,-179004.1225,35.5217997,1
diboron hexahydride,B2H6,g,B   2.00H   6.00    0.00    0.00    0.00,0,27.66964,36600,200,1000,12023.912,19268.58874,558.285252,-6.21771364,0.048474068,-4.52E-05,2.52E-08,-6.45E-12,1337.427345,52.7155814,1
