name,formula,state,formula_raw,phase_flag,mw,hf298,T_low,T_high,dh298_0,a1,a2,a3,a4,a5,a6,a7,b1,b2,eq
carbon monohydride monofluoride monochloride monobromide,CHFClBr,g,C   1.00H   1.00F   1.00CL  1.00BR  1.00,0,147.3737432,-230000,200,1000,13787.186,-19595.16997,490.209924,-1.259605377,0.036177596,-4.65E-05,3.07E-08,-8.12E-12,-31399.18926,37.10561029,1
carbon monohydride monofluoride dichloride,CHFCl2,g,C   1.00H   1.00F   1.00CL  2.00    0.00,0,102.9224432,-284900,200,1000,13285.927,-17887.03489,497.48366,-1.87147911,0.037834711,-4.86E-05,3.19E-08,-8.45E-12,-37913.1779,38.10590195,1
carbon monohydride difluoride,CHF2,g,C   1.00H   1.00F   2.00    0.00    0.00,0,51.0154464,-238900,200,1000,10920,-146969.0135,2553.397322,-13.02627636,0.054381285,-6.71E-05,4.29E-08,-1.11E-11,-41793.7217,99.39928516,1
carbon monohydride difluoride monobromide,CHF2Br,g,C   1.00H   1.00F   2.00BR  1.00    0.00,0,130.9194464,-422000,200,1000,13169.504,-77147.1599,1422.575306,-6.68457846,0.047384433,-5.83E-05,3.70E-08,-9.50E-12,-58785.1571,66.08740382,1
carbon monohydride difluoride monochloride,CHF2Cl,g,C   1.00H   1.00F   2.00CL  1.00    0.00,0,86.4681464,-482800,200,1000,12362.102,-71535.7492,1355.123563,-7.12388037,0.048547638,-5.96E-05,3.76E-08,-9.61E-12,-65605.4358,66.37489699,1
carbon monohydride trifluoride,CHF3,g,C   1.00H   1.00F   3.00    0.00    0.00,0,70.0138496,-693300,200,1000,11566.886,-109513.4981,2042.274994,-11.66211829,0.057857984,-6.86E-05,4.21E-08,-1.05E-11,-93954.709,89.35915074,1
carbon dihydride,CH2,g,C   1.00H   2.00    0.00    0.00    0.00,0,14.02658,388800,200,1000,10027.422,35259.1418,-336.765436,4.50893691,0.002521066,-5.31E-06,6.65E-09,-2.61E-12,47377.255,-3.807404284,1
carbon dihydride dibromide,CH2Br2,g,C   1.00H   2.00BR  2.00    0.00    0.00,0,173.83458,-14800,200,1000,12614.407,4793.75215,361.43368,-1.819837582,0.034771104,-4.50E-05,3.07E-08,-8.43E-12,-4485.33742,38.27261792,1
carbon dihydride monochloride,CH2Cl,g,C   1.00H   2.00CL  1.00    0.00    0.00,0,49.47928,119200,200,1000,10979.92,-31887.7225,633.341739,-1.164198028,0.0216062,-2.55E-05,1.69E-08,-4.66E-12,10201.30219,32.30909172,1
carbon dihydride monochloride monobromide,CH2ClBr,g,C   1.00H   2.00CL  1.00BR  1.00    0.00,0,129.38328,-45000,200,1000,12190.747,-13085.60298,645.672825,-3.57782925,0.038338199,-4.86E-05,3.26E-08,-8.85E-12,-9402.68899,47.49072774,1
carbon dihydride dichloride,CH2Cl2,g,C   1.00H   2.00CL  2.00    0.00    0.00,0,84.93198,-95000,200,1000,11854.077,-25097.41052,868.752253,-5.09458819,0.041500275,-5.20E-05,3.45E-08,-9.27E-12,-16389.71913,53.9684371,1
carbon dihydride monofluoride,CH2F,g,C   1.00H   2.00F   1.00    0.00    0.00,0,33.0249832,-31800,200,1000,11129,-85697.1323,1392.226838,-4.3820531,0.026459171,-2.85E-05,1.73E-08,-4.44E-12,-11694.44629,50.49496755,1
carbon dihydride monofluoride monobromide,CH2FBr,g,C   1.00H   2.00F   1.00BR  1.00    0.00,0,112.9289832,-215000,200,1000,11622.585,-92561.3971,1811.990123,-9.69836997,0.050358548,-6.07E-05,3.88E-08,-1.01E-11,-35375.1167,81.40408563,1
carbon dihydride monofluoride monochloride,CH2FCl,g,C   1.00H   2.00F   1.00CL  1.00    0.00,0,68.4776832,-265700,200,1000,11252.779,-107485.3941,2089.158857,-11.61911339,0.054630121,-6.55E-05,4.16E-08,-1.08E-11,-42681.993,90.68454746,1
carbon dihydride difluoride,CH2F2,g,C   1.00H   2.00F   2.00    0.00    0.00,0,52.0233864,-452300,200,1000,10693.327,-181992.2125,3174.43337,-17.14259234,0.064113582,-7.31E-05,4.43E-08,-1.10E-11,-70270.617,120.733321,1
carbon trihydride,CH3,g,C   1.00H   3.00    0.00    0.00    0.00,0,15.03452,146900,200,1000,10366.34,-28772.8611,509.505607,0.199073056,0.013639652,-1.43E-05,1.01E-08,-3.03E-12,14110.9873,20.23388634,1
carbon trihydride monobromide,CH3Br,g,C   1.00H   3.00BR  1.00    0.00    0.00,0,94.93852,-37700,200,1000,10612.655,-71155.9799,1524.70717,-8.23044898,0.042399733,-4.95E-05,3.19E-08,-8.53E-12,-12512.73152,70.48135432,1
carbon trihydride monochloride,CH3Cl,g,C   1.00H   3.00CL  1.00    0.00    0.00,0,50.48722,-81870,200,1000,10416.144,-98419.8777,1983.702303,-10.84512616,0.047779798,-5.52E-05,3.51E-08,-9.24E-12,-19946.903,83.99658748,1
carbon trihydride monofluoride,CH3F,g,C   1.00H   3.00F   1.00    0.00    0.00,0,34.0329232,-237700,200,1000,10135.229,-202982.5364,3447.33577,-17.68996723,0.059452826,-6.47E-05,3.86E-08,-9.63E-12,-45779.2848,122.8383412,1
hydroxymethylene radical,CH3O,g,C   1.00H   3.00O   1.00    0.00    0.00,0,31.03392,-8900,200,1000,11833.908,-82331.7198,1300.53635,-4.16637835,0.030339348,-3.41E-05,2.18E-08,-5.79E-12,-8602.0101,49.2617691,1
methoxide,CH3O,g,C   1.00H   3.00O   1.00    0.00    0.00,0,31.03392,13000,200,1000,10745.287,-28296.2698,676.196328,-2.27916565,0.024233448,-2.21E-05,1.23E-08,-3.10E-12,-2609.29145,36.3378576,1
methane,CH4,g,C   1.00H   4.00    0.00    0.00    0.00,0,16.04246,-74600,200,1000,10016.198,-176654.573,2785.47782,-12.0193547,0.039146259,-3.61E-05,2.02E-08,-4.96E-12,-23310.1156,89.0107539,1
methanol,CH4O,g,C   1.00H   4.00O   1.00    0.00    0.00,0,32.04186,-200940,200,1000,11435.277,-241663.747,4032.13812,-20.4640954,0.069036793,-7.60E-05,4.60E-08,-1.16E-11,-44332.5697,140.013886,1
carbon moniodide,CI,g,C   1.00I   1.00    0.00    0.00    0.00,0,138.91517,570200.657,200,1000,9497.157,103586.225,-1705.78137,12.8382013,-0.018147432,2.12E-05,-1.27E-08,3.13E-12,75460.878,-44.68449868,1
carbon mononitride,CN,g,C   1.00N   1.00    0.00    0.00    0.00,0,26.01744,438683.448,200,1000,8672,3949.10175,-139.1573871,4.93077604,-0.006304595,1.26E-05,-9.88E-09,2.84E-12,52284.547,-2.763114588,1
CNN,CN2,g,C   1.00N   2.00    0.00    0.00    0.00,0,40.02418,633474.702,200,1000,10368.306,-1347.06957,-138.481598,4.59176042,0.004297021,-4.27E-06,2.94E-09,-8.91E-13,75445.8293,0.160900124,1
carbon monoxide,CO,g,C   1.00O   1.00    0.00    0.00    0.00,0,28.0101,-110530,200,1000,8671,14890.27557,-292.2250947,5.72445841,-0.008176137,1.46E-05,-1.09E-08,3.03E-12,-13030.69697,-7.859179282,1
carbon monoxide monochloride,COCl,g,C   1.00O   1.00CL  1.00    0.00    0.00,0,63.4628,-16000,200,1000,11550.749,25131.89017,-596.922367,8.32770047,-0.007056246,1.31E-05,-1.04E-08,3.03E-12,-705.262405,-15.80733271,1
carbon monoxide dichloride,COCl2,g,C   1.00O   1.00CL  2.00    0.00    0.00,0,98.9155,-219500,200,1000,12878.622,93190.104,-1577.929126,12.08332035,-0.004808457,7.69E-06,-5.86E-09,1.69E-12,-20542.72785,-38.3464543,1
carbon monoxide monofluoride,COF,g,C   1.00O   1.00F   1.00    0.00    0.00,0,47.0085032,-179413.27,200,1000,10392.836,12157.78086,-65.9352662,3.021551071,0.007487977,-6.17E-06,2.39E-09,-3.36E-13,-22345.65878,10.61586218,1
carbon monoxide monofluoride monochloride,COFCl,g,C   1.00O   1.00F   1.00CL  1.00    0.00,0,82.4612032,-429492.862,200,1000,11903.798,72621.6096,-1019.737504,7.29091609,0.007420656,-7.90E-06,4.21E-09,-9.31E-13,-48043.8691,-13.16926202,1
carbon monoxide difluoride,COF2,g,C   1.00O   1.00F   2.00    0.00    0.00,0,66.0069064,-640000,200,1000,11133.929,52634.1656,-461.864002,2.774136876,0.018319243,-2.13E-05,1.27E-08,-3.10E-12,-75642.5338,9.467052465,1
carbon hydroxide monochloride,COHCl,g,C   1.00O   1.00H   1.00CL  1.00    0.00,0,64.47074,-164211.876,200,1000,11006.282,6331.74919,81.2202371,1.374559349,0.016509945,-1.69E-05,9.68E-09,-2.37E-12,-21203.64581,19.38428054,1
carbon hydroxide monofluoride,COHF,g,C   1.00O   1.00H   1.00F   1.00    0.00,0,48.0164432,-374590.361,200,1000,10449.795,-45859.1407,1048.213577,-4.77662621,0.030807318,-3.42E-05,2.03E-08,-5.05E-12,-50859.891,52.32276276,1
carbon monoxide monosulfide,COS,g,C   1.00O   1.00S   1.00    0.00    0.00,0,60.0761,-141700,200,1000,9941.597,85479.4437,-1319.473564,9.73530042,-0.006870939,1.08E-05,-7.71E-09,2.08E-12,-11916.53394,-29.92011353,1
carbon dioxide,CO2,g,C   1.00O   2.00    0.00    0.00    0.00,0,44.0095,-393510,200,1000,9365.469,49437.8364,-626.429208,5.30181336,0.002503601,-2.12E-07,-7.69E-10,2.85E-13,-45281.8986,-7.0487901,1
COOH,CO2H,g,C   1.00O   2.00H   1.00    0.00    0.00,0,45.01744,-213000,200,1000,10813.349,-11286.7245,377.559557,-0.599486392,0.021819588,-2.43E-05,1.45E-08,-3.60E-12,-28410.6251,29.3468932,1
carbon monophosphide,CP,g,C   1.00P   1.00    0.00    0.00    0.00,0,42.984461,520158.802,200,1000,8715.301,-45154.5447,774.960536,-1.45041333,0.013971601,-1.62E-05,9.52E-09,-2.21E-12,57930.6936,33.09536473,1
cesium,CS,g,C   1.00S   1.00    0.00    0.00    0.00,0,44.0767,279771.878,200,1000,8708.378,-49249.1322,816.706576,-1.5430519,0.013803394,-1.57E-05,9.17E-09,-2.17E-12,28798.7298,33.08573528,1
dicesium,CS2,g,C   1.00S   2.00    0.00    0.00    0.00,0,76.1427,116700,200,1000,10664.223,16132.8708,-464.908902,6.29771975,0.001889508,3.02E-07,-1.74E-09,7.79E-13,14777.42331,-9.30213197,1
dicarbon,C2,g,C   2.00    0.00    0.00    0.00    0.00,0,24.0214,830457,200,1000,10169,555956.757,-9980.00622,66.8153991,-0.174341173,0.000244849,-1.70E-07,4.68E-11,144586.3861,-344.818892,1
dicarbon monochloride,C2Cl,g,C   2.00CL  1.00    0.00    0.00    0.00,0,59.4741,534083.071,200,1000,10780.626,47259.9592,-898.038608,9.01697343,-0.006334065,1.09E-05,-8.09E-09,2.25E-12,67022.2338,-23.54948612,1
dicarbon dichloride,C2Cl2,g,C   2.00CL  2.00    0.00    0.00    0.00,0,94.9268,200000,200,1000,14592.612,38701.5433,-933.540806,11.1929556,-0.003743959,6.77E-06,-4.91E-09,1.30E-12,26281.60616,-33.10269336,1
dicarbon trichloride,C2Cl3,g,C   2.00CL  3.00    0.00    0.00    0.00,0,130.3795,190271.591,200,1000,16150.257,46744.5017,-885.017319,9.03177693,0.012422662,-1.55E-05,9.52E-09,-2.34E-12,24958.23244,-17.78799833,1
dicarbon tetrachloride,C2Cl4,g,C   2.00CL  4.00    0.00    0.00    0.00,0,165.8322,-11000,200,1000,19605.642,37462.6554,-848.170963,10.09147436,0.018455027,-2.39E-05,1.51E-08,-3.84E-12,-10.72561712,-23.68038217,1
dicarbon hexachloride,C2Cl6,g,C   2.00CL  6.00    0.00    0.00    0.00,0,236.7376,-141500,200,1000,27129.39,159352.807,-2606.803543,20.28069734,0.017692054,-3.13E-05,2.39E-08,-6.89E-12,-8231.67502,-79.5339693,1
dicarbon monofluoride,C2F,g,C   2.00F   1.00    0.00    0.00    0.00,0,43.0198032,353847.482,200,1000,10367.036,12496.3839,-348.365181,5.7549615,0.000853199,2.35E-06,-2.80E-09,9.08E-13,42815.145,-6.436536051,1
dicarbon monofluoride monochloride,C2FCl,g,C   2.00F   1.00CL  1.00    0.00    0.00,0,78.4725032,33766.399,200,1000,13876.507,26982.13892,-741.520028,9.63006494,-0.000387888,3.01E-06,-2.71E-09,7.74E-13,5500.99936,-25.16030804,1
dicarbon monofluoride trichloride,C2FCl3,g,C   2.00F   1.00CL  3.00    0.00    0.00,0,149.3779032,-166000,200,1000,18731.914,12372.04342,-470.387456,7.58158945,0.023057309,-2.79E-05,1.68E-08,-4.08E-12,-20313.38422,-9.27445534,1
dicarbon difluoride,C2F2,g,C   2.00F   2.00    0.00    0.00    0.00,0,62.0182064,-144665.688,200,1000,13266.418,17765.6119,-611.364825,8.66381923,0.000915022,2.36E-06,-2.75E-09,8.72E-13,-16495.93558,-21.65268962,1
dicarbon difluoride dichloride,C2F2Cl2,g,C   2.00F   2.00CL  2.00    0.00    0.00,0,132.9236064,-337837,200,1000,17936.029,-115043.2931,2032.112631,-11.19749346,0.083424475,-0.00011637,7.83E-08,-2.07E-11,-52082.5641,88.88316086,1
dicarbon trifluoride,C2F3,g,C   2.00F   3.00    0.00    0.00    0.00,0,81.0166096,-228181.093,200,1000,14163.567,-26145.89241,210.1484587,2.328793094,0.023688937,-2.42E-05,1.22E-08,-2.49E-12,-30285.53204,16.99515367,1
dicarbon trifluoride monochloride,C2F3Cl,g,C   2.00F   3.00CL  1.00    0.00    0.00,0,116.4693096,-515200,200,1000,17128.149,-8122.99251,-157.3931402,5.04178574,0.02621694,-2.84E-05,1.54E-08,-3.36E-12,-63540.5387,2.792444988,1
tetrafluoroethylene,C2F4,g,C   2.00F   4.00    0.00    0.00    0.00,0,100.0150128,-659500,200,1000,16330.554,-9991.35933,-129.1148377,4.50428445,0.025920079,-2.63E-05,1.32E-08,-2.62E-12,-80904.4459,3.273947372,1
hexafluoroethane,C2F6,g,C   2.00F   6.00    0.00    0.00    0.00,0,138.0118192,-1344000,200,1000,20272.04,-37962.3266,799.952217,-4.67226288,0.075016479,-9.81E-05,6.32E-08,-1.62E-11,-167521.7831,50.54147406,1
ethynyl radical,C2H,g,C   2.00H   1.00    0.00    0.00    0.00,0,25.02934,566205.472,200,1000,10454.472,7653.69105,-418.740132,7.25427188,-0.005037019,8.24E-06,-4.62E-09,9.51E-13,68506.8967,-15.86035582,1
dicarbon monohydride monochloride,C2HCl,g,C   2.00H   1.00CL  1.00    0.00    0.00,0,60.48204,212856.775,200,1000,11788.381,132974.3656,-2174.483972,14.97949137,-0.012902572,1.60E-05,-9.15E-09,2.02E-12,34418.8673,-59.58062406,1
dicarbon monohydride trichloride,C2HCl3,g,C   2.00H   1.00CL  3.00    0.00    0.00,0,131.38744,-19100,200,1000,16604.624,39586.6505,-517.795439,5.15458869,0.028170446,-3.62E-05,2.39E-08,-6.36E-12,-1727.164798,1.211816758,1
dicarbon monohydride monofluoride,C2HF,g,C   2.00H   1.00F   1.00    0.00    0.00,0,44.0277432,41692.304,200,1000,11445.908,91607.1219,-1537.180403,11.33628846,-0.004623725,5.88E-06,-2.69E-09,3.52E-13,10858.71558,-40.23795008,1
dicarbon monohydride monofluoride dichloride,C2HFCl2,g,C   2.00H   1.00F   1.00CL  2.00    0.00,0,114.9331432,-168648,200,1000,16259.29,31171.08411,-136.9095354,1.17617685,0.040808367,-5.42E-05,3.61E-08,-9.63E-12,-21151.62595,21.46556135,1
dicarbon monohydride difluoride monochloride,C2HF2Cl,g,C   2.00H   1.00F   2.00CL  1.00    0.00,0,98.4788464,-333654,200,1000,15262.754,170439.3681,-1667.17481,4.78844819,0.044449235,-7.32E-05,5.63E-08,-1.65E-11,-32918.3958,-5.786711388,1
dicarbon monohydride trifluoride,C2HF3,g,C   2.00H   1.00F   3.00    0.00    0.00,0,82.0245496,-491000,200,1000,14327.512,-14114.68689,368.832971,-1.145183492,0.039564118,-4.60E-05,2.79E-08,-6.90E-12,-62264.4421,32.89875696,1
"CHCO,ketyl",C2HO,g,C   2.00H   1.00O   1.00    0.00    0.00,0,41.02874,161084,200,1000,11239.131,55952.7045,-913.440963,8.58283548,-0.004245449,7.21E-06,-3.43E-09,4.10E-13,22338.5307,-21.00792218,1
vinylidene,C2H2,g,C   2.00H   2.00    0.00    0.00    0.00,0,26.03728,414788.168,200,1000,10874.168,-14659.4987,278.934202,1.27630478,0.013949945,-1.48E-05,9.48E-09,-2.57E-12,47361.1416,16.58180626,1
acetylene,C2H2,g,C   2.00H   2.00    0.00    0.00    0.00,0,26.03728,228200,200,1000,10005.839,159813.325,-2216.67505,12.6572561,-0.00798017,8.06E-06,-2.43E-09,-7.51E-14,37126.3379,-52.44440564,1
dicarbon dihydride dichloride,C2H2Cl2,g,C   2.00H   2.00CL  2.00    0.00    0.00,0,96.94268,3410,200,1000,14882.477,-12037.74009,462.909759,-1.318218625,0.039304582,-4.85E-05,3.18E-08,-8.48E-12,-3251.83914,34.89235494,1
dicarbon dihydride monofluoride monochloride,C2H2FCl,g,C   2.00H   2.00F   1.00CL  1.00    0.00,0,80.4883832,-165082,200,1000,13469.313,226014.1265,-2557.412494,9.23616812,0.028794236,-5.16E-05,4.25E-08,-1.31E-11,-8180.70867,-32.34746746,1
dicarbon dihydride difluoride,C2H2F2,g,C   2.00H   2.00F   2.00    0.00    0.00,0,64.0340864,-336400,200,1000,12479.683,57028.2573,-676.270413,4.11732588,0.018226421,-6.86E-06,-3.30E-09,2.18E-12,-38386.5828,1.487993112,1
"CH2CO,ketene",C2H2O,g,C   2.00H   2.00O   1.00    0.00    0.00,0,42.03668,-47700,200,1000,11797.743,35096.1366,-401.030269,3.69598223,0.015885723,-1.73E-05,1.16E-08,-3.31E-12,-5010.66953,2.82417322,1
vinyl radical,C2H3,g,C   2.00H   3.00    0.00    0.00    0.00,0,27.04522,299740.151,200,1000,10575.049,-14479.5953,814.304344,-5.31333168,0.037612433,-4.60E-05,3.10E-08,-8.58E-12,31623.467,51.62588734,1
dicarbon trihydride monochloride,C2H3Cl,g,C   2.00H   3.00CL  1.00    0.00    0.00,0,62.49792,23000,200,1000,11819.647,-16890.84887,854.53572,-6.51509724,0.049447152,-6.12E-05,4.07E-08,-1.10E-11,-1949.172611,59.2850622,1
dicarbon trihydride monofluoride,C2H3F,g,C   2.00H   3.00F   1.00    0.00    0.00,0,46.0436232,-140100,200,1000,11335.928,-45791.9009,1411.549115,-10.21504673,0.057758262,-7.08E-05,4.64E-08,-1.24E-11,-24027.92421,78.60847861,1
CH3CN,C2H3N,g,C   2.00H   3.00N   1.00    0.00    0.00,0,41.05196,64430,200,1000,12093.105,-98761.9542,1719.39053,-7.74331431,0.042418401,-4.42E-05,2.66E-08,-6.86E-12,-1614.11944,67.70260616,1
"CH3CO,acetyl",C2H3O,g,C   2.00H   3.00O   1.00    0.00    0.00,0,43.04462,-10000,200,1000,13036.467,-71940.0608,1464.481049,-6.63236446,0.041084931,-4.23E-05,2.49E-08,-6.29E-12,-9309.44697,64.22944588,1
dicarbon tetrahydride,C2H4,g,C   2.00H   4.00    0.00    0.00    0.00,0,28.05316,52500,200,1000,10518.689,-116361.327,2554.86052,-16.097503,0.066257864,-7.89E-05,5.13E-08,-1.37E-11,-6176.23606,109.3340298,1
"CH3CHO,ethanal",C2H4O,g,C   2.00H   4.00O   1.00    0.00    0.00,0,44.05256,-166190,200,1000,12896.716,-137392.192,2559.96127,-13.4048236,0.0592216,-6.24E-05,3.70E-08,-9.34E-12,-33187.4277,100.7424322,1
acetic acid,C2H4O2,g,C   2.00H   4.00O   2.00    0.00    0.00,0,60.05196,-432249.04,200,1000,13597.325,-32192.1497,1196.31964,-8.70581331,0.056962591,-5.76E-05,3.35E-08,-8.61E-12,-58401.0752,72.82403862,1
dicarbon pentahydride,C2H5,g,C   2.00H   5.00    0.00    0.00    0.00,0,29.0611,118658.24,200,1000,12185.244,-141132.838,2714.31182,-15.3499077,0.064517062,-7.26E-05,4.60E-08,-1.22E-11,598.011771,109.097359,1
bromoethane,C2H5Br,g,C   2.00H   5.00BR  1.00    0.00    0.00,0,108.9651,-63600,200,1000,13569,-137417.2641,2861.429359,-18.24108925,0.085662305,-0.000104717,6.91E-08,-1.86E-11,-21984.80178,125.8435395,1
dicarbon hexahydride,C2H6,g,C   2.00H   6.00    0.00    0.00    0.00,0,30.06904,-83851.544,200,1000,11891.594,-186205.03,3406.20069,-19.5171009,0.0756585,-8.20E-05,5.06E-08,-1.32E-11,-27029.3711,129.8142962,1
azomethane,C2H6N2,g,C   2.00H   6.00N   2.00    0.00    0.00,0,58.08252,148699.36,200,1000,16524.999,-373848.171,5880.43385,-29.8638508,0.10873763,-0.000116794,6.92E-08,-1.72E-11,-11899.753,194.823901,1
ethanol,C2H6O,g,C   2.00H   6.00O   1.00    0.00    0.00,0,46.06844,-234950,200,1000,14541.926,-234281.0005,4479.20556,-27.44830238,0.10886825,-0.000130531,8.44E-08,-2.23E-11,-50222.4115,176.4836305,1
dimethyl ether,C2H6O,g,C   2.00H   6.00O   1.00    0.00    0.00,0,46.06844,-184110,200,1000,14354.432,-269308.197,4300.69231,-21.5278233,0.081318339,-8.30E-05,4.80E-08,-1.19E-11,-44102.2807,146.766362,1
CCN,C2N,g,C   2.00N   1.00    0.00    0.00    0.00,0,38.02814,804803.412,200,1000,11245.464,-17952.6643,144.577026,3.61363584,0.005747523,-2.88E-06,-1.70E-10,4.09E-13,94603.8151,6.957871588,1
CNC,C2N,g,C   2.00N   1.00    0.00    0.00    0.00,0,38.02814,684917.118,200,1000,11359.17,-70814.8772,1008.4424,-1.57904654,0.020528626,-2.28E-05,1.28E-08,-2.93E-12,76128.661,34.88780866,1
dicarbon dinitride,C2N2,g,C   2.00N   2.00    0.00    0.00    0.00,0,52.03488,309100,200,1000,12715,108239.1272,-1928.114409,15.53873056,-0.01821137,2.78E-05,-1.90E-08,4.95E-12,44490.8866,-60.9089385,1
dicarbon monoxide,C2O,g,C   2.00O   1.00    0.00    0.00    0.00,0,40.0208,291039.367,200,1000,10486.419,-2440.76271,-134.963661,4.73326635,0.003299802,-8.83E-08,-1.78E-09,7.83E-13,34210.6126,-0.301790635,1
tricarbon,C3,g,C   3.00    0.00    0.00    0.00    0.00,0,36.0321,839948.5,200,1000,12109,-43545.6285,666.010414,1.45101513,0.007434425,-3.81E-06,-2.34E-11,4.41E-13,96351.7401,20.25141786,1
allene,C3H4,g,C   3.00H   4.00    0.00    0.00    0.00,0,40.06386,190920,200,1000,12604.569,-16456.1721,963.012646,-7.53270463,0.055183261,-6.73E-05,4.53E-08,-1.25E-11,17724.6233,61.5221561,1
propyne,C3H4,g,C   3.00H   4.00    0.00    0.00    0.00,0,40.06386,184510,200,1000,13030.516,-35639.2347,832.818636,-4.07378057,0.041139341,-4.47E-05,2.85E-08,-7.70E-12,17055.1329,45.1672954,1
allyl radical,C3H5,g,C   3.00H   5.00    0.00    0.00    0.00,0,41.0718,169000,200,1000,14066.725,-124131.416,2245.57354,-11.7784488,0.062226136,-6.76E-05,4.18E-08,-1.09E-11,8381.32414,91.06975636,1
"C3H6,propylene",C3H6,g,C   3.00H   6.00    0.00    0.00    0.00,0,42.07974,20000,200,1000,13550.558,-191245.297,3542.05967,-21.1486961,0.089014573,-0.000100142,6.27E-08,-1.64E-11,-15299.55,140.7636138,1
propylene oxide,C3H6O,g,C   3.00H   6.00O   1.00    0.00    0.00,0,58.07914,-93720,200,1000,14405.391,-229283.757,4495.78187,-29.4113546,0.121311833,-0.000144007,9.20E-08,-2.42E-11,-33177.1235,184.6887046,1
tricarbon octahydride,C3H8,g,C   3.00H   8.00    0.00    0.00    0.00,0,44.09562,-104680,200,1000,14742.059,-243172.255,4653.4554,-29.3737787,0.118828803,-0.000137533,8.81E-08,-2.34E-11,-35390.8414,184.0640638,1
1-propanol,C3H8O,g,C   3.00H   8.00O   1.00    0.00    0.00,0,60.09502,-255200,200,1000,17462,-250406.391,5035.21097,-32.2617312,0.134596605,-0.000159142,1.02E-07,-2.71E-11,-55368.7521,204.184232,1
isopropanol,C3H8O,g,C   3.00H   8.00O   1.00    0.00    0.00,0,60.09502,-272700,200,1000,17264.183,-338872.14,6109.3847,-37.9333736,0.153098961,-0.000186496,1.21E-07,-3.22E-11,-62815.3542,233.53868,1
carbon suboxide,C3O2,g,C   3.00O   2.00    0.00    0.00    0.00,0,68.0309,-93640,200,1000,15084.982,157980.197,-2529.38099,18.0169167,-0.017858141,2.98E-05,-2.18E-08,6.01E-12,-1121.82173,-72.77342638,1
tetracarbon,C4,g,C   4.00    0.00    0.00    0.00    0.00,0,48.0428,1033903.742,200,1000,13117.742,39031.8911,-894.739779,10.5090157,-0.006551408,1.24E-05,-8.64E-09,2.26E-12,126642.168,-30.77315034,1
tetracarbon dihydride,C4H2,g,C   4.00H   2.00    0.00    0.00    0.00,0,50.05868,450000,200,1000,14393.86,246751.587,-3897.81724,23.6605902,-0.022080183,2.78E-05,-1.58E-08,3.42E-12,70868.8944,-110.916201,1
"1,3-butadiene",C4H6,g,C   4.00H   6.00    0.00    0.00    0.00,0,54.09044,110000,200,1000,15130,-91811.2969,3312.57043,-29.8582855,0.147920113,-0.000205662,1.47E-07,-4.15E-11,-2077.30895,178.0686634,1
isobutene,C4H8,g,C   4.00H   8.00    0.00    0.00    0.00,0,56.10632,-17100,200,1000,17010,-232720.493,3941.99402,-22.2458107,0.101279083,-0.000107319,6.45E-08,-1.65E-11,-22337.6596,147.9596918,1
(CH3COOH)2,C4H8O4,g,C   4.00H   8.00O   4.00    0.00    0.00,0,120.10392,-929015.36,200,1000,28053.457,-309478.797,5983.48496,-35.7305894,0.166253744,-0.000188388,1.15E-07,-2.94E-11,-142150.078,229.588787,1
isobutane,C4H10,g,C   4.00H  10.00    0.00    0.00    0.00,0,58.1222,-134990,200,1000,17936.501,-383447.954,7000.04908,-44.400288,0.174618297,-0.000207819,1.34E-07,-3.55E-11,-50340.2397,265.896759,1
dicyanoacetylene,C4N2,g,C   4.00N   2.00    0.00    0.00    0.00,0,76.05628,533460,200,1000,17734.459,148921.395,-2815.82669,22.4358367,-0.023750522,3.84E-05,-2.74E-08,7.37E-12,74780.9761,-95.94164814,1
pentacarbon,C5,g,C   5.00    0.00    0.00    0.00    0.00,0,60.0535,1050924.331,200,1000,16191.831,-12011.3532,-555.321806,11.2380097,-0.004347122,1.74E-05,-1.71E-08,5.57E-12,126240.231,-32.62161254,1
"C5H11,pentyl",C5H11,g,C   5.00H  11.00    0.00    0.00    0.00,0,71.14084,45810,200,1000,24422,-465371.588,8564.22049,-52.9524292,0.209428887,-0.00025616,1.69E-07,-4.60E-11,-36417.043,319.6861628,1
neopentane,C5H12,g,C   5.00H  12.00    0.00    0.00    0.00,0,72.14878,-167920,200,1000,23179,-8973221.99,128922.558,-719.934461,2.05686212,-0.00295316,2.16E-06,-6.27E-10,-639493.184,4020.806178,1
hexacarbon dihydride,C6H2,g,C   6.00H   2.00    0.00    0.00    0.00,0,74.08008,670000,200,1000,19607.713,290381.704,-4929.88308,31.893944,-0.031196401,4.33E-05,-2.73E-08,6.68E-12,101190.502,-153.0633148,1
"C6H5,phenyl",C6H5,g,C   6.00H   5.00    0.00    0.00    0.00,0,77.1039,337200,200,1000,14004.788,-160234.195,3937.48925,-32.0032755,0.143728576,-0.000174252,1.11E-07,-2.89E-11,22071.0643,193.305899,1
"C6D5,phenyl",C6D5,g,C   6.00D   5.00    0.00    0.00    0.00,0,82.13471,306947.83,300,1000,0,0,0,-1.2549782,0.047328766,-8.08E-06,-2.99E-08,1.71E-11,35314.063,29.78008026,1
"C6H5O,phenoxy",C6H5O,g,C   6.00H   5.00O   1.00    0.00    0.00,0,93.1033,47697.6,200,1000,16208.093,-129226.781,3406.74539,-29.1136964,0.145918089,-0.00017802,1.14E-07,-2.97E-11,-10550.5793,177.068303,1
