Name,Formula,State,Formula-Raw,Phase-Flag,Molecular-Weight,hf298,T_low,T_high,dh298_0,a1,a2,a3,a4,a5,a6,a7,b1,b2,eq
silver,Ag,g,AG  1.00    0.00    0.00    0.00    0.00,0,107.8682,284900,1000,6000,6197.428,-330992.637,982.008642,1.381179917,0.00061709,-1.69E-07,2.01E-11,-5.63E-16,27267.19171,14.56862733,1
aluminum,Al,g,AL  1.00    0.00    0.00    0.00    0.00,0,26.981538,330000,1000,6000,6918.671,-29208.20938,116.7751876,2.356906505,7.74E-05,-1.53E-08,-9.97E-13,5.05E-16,38232.8865,6.600920155,1
aluminum borate,AlBO2,g,AL  1.00B   1.00O   2.00    0.00    0.00,0,69.791338,-541416.208,1000,5000,0,0,0,7.1722995,0.002978074,-1.24E-06,2.32E-10,-1.60E-14,-67683.682,-9.981739782,1
aluminum bromide,AlBr,g,AL  1.00BR  1.00    0.00    0.00    0.00,0,106.885538,14325.015,1000,6000,9571.115,-610339.56,2010.066834,1.769617961,0.001929889,-6.64E-07,1.17E-10,-7.18E-15,-12178.12867,22.04450764,1
aluminum bromide,AlBr2,g,AL  1.00BR  2.00    0.00    0.00    0.00,0,186.789538,-140662.125,1000,6000,13397.875,-352378.29,467.154417,7.11190819,-0.000555171,3.17E-07,-5.52E-11,3.18E-15,-22650.04078,-2.69561036,1
aluminum bromide,AlBr3,g,AL  1.00BR  3.00    0.00    0.00    0.00,0,266.693538,-410476.664,1000,6000,17943.336,-89355.2744,-26.78035134,10.02063997,-8.46E-06,1.90E-09,-2.22E-13,1.04E-17,-52492.4764,-15.79666403,1
aluminum carbide,AlC,g,AL  1.00C   1.00    0.00    0.00    0.00,0,38.992238,682283.509,1000,6000,9058.109,1937001.487,-6749.11779,13.47525643,-0.005850803,1.93E-06,-2.59E-10,1.22E-14,122536.3649,-61.52244872,1
aluminum carbide,AlC2,g,AL  1.00C   2.00    0.00    0.00    0.00,0,51.002938,675615.776,1000,6000,12262.776,146601.7895,-1362.764489,8.45775915,-0.00036789,7.90E-08,-8.88E-12,4.05E-16,87059.2423,-21.27956728,1
aluminum chloride,AlCl,g,AL  1.00CL  1.00    0.00    0.00    0.00,0,62.434238,-51007.443,1000,6000,9323.112,-899346.122,2765.942061,1.003500696,0.002267807,-7.28E-07,1.18E-10,-6.66E-15,-24961.64448,26.16924759,1
aluminum chloride,AlCl2,g,AL  1.00CL  2.00    0.00    0.00    0.00,0,97.886938,-240874.252,1000,6000,12846.859,430345.306,-1552.370585,8.76065742,-0.000946745,2.40E-07,-2.43E-11,8.39E-16,-21458.84709,-18.03642587,1
aluminum chloride,AlCl3,g,AL  1.00CL  3.00    0.00    0.00    0.00,0,133.339638,-584678.863,1000,6000,16400.803,-137863.0916,-55.7920729,10.04190387,-1.68E-05,3.72E-09,-4.28E-13,1.98E-17,-73434.0747,-20.45131441,1
aluminum fluoride,AlF,g,AL  1.00F   1.00    0.00    0.00    0.00,0,45.9799412,-264060.446,1000,6000,8892.107,-711122.905,1903.013316,2.191607179,0.001421471,-4.18E-07,6.15E-11,-2.95E-15,-45407.2896,16.13163743,1
aluminum monofluoride monochloride,AlFCl,g,AL  1.00F   1.00CL  1.00    0.00    0.00,0,81.4326412,-436409.913,1000,6000,12133.195,69706.3635,-622.448591,7.57347541,-0.000223616,2.38E-08,4.44E-12,-5.49E-16,-51009.432,-10.91165058,1
aluminum monofluoride dichloride,AlFCl2,g,AL  1.00F   1.00CL  2.00    0.00    0.00,0,116.8853412,-791395.404,1000,6000,15738.26,-172036.0526,-119.3340759,10.08894431,-3.55E-05,7.83E-09,-8.96E-13,4.15E-17,-98041.8547,-21.27047629,1
aluminum fluoride,AlF2,g,AL  1.00F   2.00    0.00    0.00    0.00,0,64.9783444,-631764.175,1000,6000,11600.932,-214689.6245,30.9684015,6.81639962,0.000182013,-7.79E-08,1.47E-11,-8.80E-16,-78840.0268,-7.915370474,1
aluminum difluoride monochloride,AlF2Cl,g,AL  1.00F   2.00CL  1.00    0.00    0.00,0,100.4310444,-999128.145,1000,6000,14827.517,-211542.2988,-195.9188681,10.1457685,-5.81E-05,1.28E-08,-1.47E-12,6.78E-17,-122715.311,-23.59853846,1
aluminum fluoride,AlF3,g,AL  1.00F   3.00    0.00    0.00    0.00,0,83.9767476,-1209276.938,1000,6000,14043.722,-249397.216,-291.1202519,10.21662932,-8.64E-05,1.91E-08,-2.18E-12,1.01E-16,-147569.4276,-27.03983244,1
aluminum hydride,AlH,g,AL  1.00H   1.00    0.00    0.00    0.00,0,27.989478,249250.804,1000,6000,8668.104,6802018.43,-21784.16933,30.32713047,-0.015033436,4.49E-06,-6.18E-10,3.12E-14,165830.1221,-187.6766425,1
aluminum monohydride monochloride,AlHCl,g,AL  1.00H   1.00CL  1.00    0.00    0.00,0,63.442178,10521.966,1000,6000,10886.572,-168391.533,-886.230179,8.0623794,-0.000920055,3.95E-07,-6.40E-11,3.58E-15,3641.50485,-18.00687603,1
aluminum monohydride dichloride,AlHCl2,g,AL  1.00H   1.00CL  2.00    0.00    0.00,0,98.894878,-351278.965,1000,6000,13676.196,96080.6394,-1485.540161,11.03592709,-0.000395696,8.47E-08,-9.48E-12,4.32E-16,-36692.1639,-32.36863081,1
aluminum monohydride monofluoride,AlHF,g,AL  1.00H   1.00F   1.00    0.00    0.00,0,46.9878812,-182614.484,1000,6000,10572.121,734216.925,-3462.16413,10.39714588,-0.001750738,4.62E-07,-5.39E-11,2.34E-15,-2965.279722,-37.13172313,1
aluminum monohydride monofluoride monochloride,AlHFCl,g,AL  1.00H   1.00F   1.00CL  1.00    0.00,0,82.4405812,-555244.524,1000,6000,12532.636,40689.8713,-1502.129854,11.05214126,-0.000403159,8.65E-08,-9.70E-12,4.42E-16,-61298.8811,-34.03564562,1
aluminum monohydride difluoride,AlHF2,g,AL  1.00H   1.00F   2.00    0.00    0.00,0,65.9862844,-765299.182,1000,6000,12299.975,-4419.9473,-1612.826324,11.13336052,-0.000435181,9.34E-08,-1.05E-11,4.79E-16,-86069.1619,-36.76383785,1
aluminum hydride,AlH2,g,AL  1.00H   2.00    0.00    0.00    0.00,0,28.997418,276774.934,1000,6000,10090.834,143291.0601,-2365.907684,9.08566719,-0.001308537,4.78E-07,-7.32E-11,4.00E-15,44859.5185,-32.20814285,1
aluminum dihydride monochloride,AlH2Cl,g,AL  1.00H   2.00CL  1.00    0.00    0.00,0,64.450118,-106345.406,1000,6000,11253.251,316692.993,-3094.037914,12.1587202,-0.000824827,1.77E-07,-1.98E-11,9.01E-16,2411.845642,-47.18391553,1
aluminum dihydride monofluoride,AlH2F,g,AL  1.00H   2.00F   1.00    0.00    0.00,0,47.9958212,-316655.854,1000,6000,10764.801,271151.4962,-3169.62348,12.21401118,-0.00084656,1.81E-07,-2.03E-11,9.25E-16,-22592.17746,-49.41337333,1
aluminum hydride,AlH3,g,AL  1.00H   3.00    0.00    0.00    0.00,0,30.005358,128896.08,1000,6000,10410.58,588545.855,-4595.78566,13.20893344,-0.001226849,2.63E-07,-2.94E-11,1.34E-15,39917.1695,-61.81829295,1
aluminum iodide,AlI,g,AL  1.00I   1.00    0.00    0.00    0.00,0,153.886008,67395.017,1000,6000,9751.117,475281.792,-1198.028588,5.43368536,-0.000100448,-1.01E-07,4.57E-11,-3.96E-15,14646.27816,-3.141199746,1
aluminum iodide,AlI2,g,AL  1.00I   2.00    0.00    0.00    0.00,0,280.790478,-33812.954,1000,6000,13923.046,-335599.902,474.334794,7.10650139,-0.000552997,3.16E-07,-5.52E-11,3.17E-15,-9785.48885,-0.560227594,1
aluminum iodide,AlI3,g,AL  1.00I   3.00    0.00    0.00    0.00,0,407.694948,-191330.433,1000,6000,19003.567,-63574.2747,-15.7877228,10.01249733,-5.23E-06,1.20E-09,-1.41E-13,6.67E-18,-26114.55525,-12.47999813,1
aluminum nitride,AlN,g,AL  1.00N   1.00    0.00    0.00    0.00,0,40.988278,438829.011,1000,6000,9265.111,3821214.22,-10677.76595,14.49174222,-0.003727227,7.92E-07,-8.09E-11,2.89E-15,120523.634,-72.88584973,1
aluminum oxide,AlO,g,AL  1.00O   1.00    0.00    0.00    0.00,0,42.980938,67319.006,1000,6000,8788.106,15657.21161,3855.74101,-5.92607978,0.00905096,-2.93E-06,4.24E-10,-2.28E-14,-13316.94655,68.30663436,1
aluminum monoxide monochloride,AlOCl,g,AL  1.00O   1.00CL  1.00    0.00    0.00,0,78.433638,-301564.57,1000,6000,11906.037,-125802.7706,-242.0565961,7.68113002,-7.27E-05,1.61E-08,1.85E-12,8.61E-17,-37543.2605,-14.75818894,1
aluminum monoxide dichloride,AlOCl2,g,AL  1.00O   1.00CL  2.00    0.00    0.00,0,113.886338,-402308.669,1000,6000,15752.494,-170771.3922,-118.0013804,10.08798517,-3.51E-05,7.75E-09,-8.87E-13,4.10E-17,-51249.4414,-20.5925375,1
aluminum monoxide monofluoride,AlOF,g,AL  1.00O   1.00F   1.00    0.00    0.00,0,61.9793412,-572289.603,1000,6000,11003.003,-164102.0297,-327.777029,7.74451974,-9.79E-05,2.17E-08,-2.49E-12,1.15E-16,-69740.8509,-17.17253748,1
aluminum monoxide difluoride,AlOF2,g,AL  1.00O   1.00F   2.00    0.00    0.00,0,80.9777444,-773649.771,1000,6000,14055.387,-249668.1413,-283.7821503,10.21108125,-8.42E-05,1.86E-08,-2.12E-12,9.82E-17,-95218.0419,-25.22534812,1
aluminum hydroxide,AlOH,g,AL  1.00O   1.00H   1.00    0.00    0.00,0,43.988878,-192762.171,1000,6000,10351.931,788200.721,-2263.655763,7.823939,0.000182125,-8.26E-08,1.27E-11,-6.88E-16,-10398.18406,-22.09020907,1
aluminum hydroxide monochloride,AlOHCl,g,AL  1.00O   1.00H   1.00CL  1.00    0.00,0,79.441578,-373785.74,1000,6000,13918.918,796711.551,-2843.470502,10.9555997,-0.000109933,-1.34E-08,4.42E-12,-2.97E-16,-29698.61461,-32.96114562,1
aluminum hydroxide dichloride,AlOHCl2,g,AL  1.00O   1.00H   1.00CL  2.00    0.00,0,114.894278,-725145.408,1000,6000,17149.806,738591.539,-2863.200675,13.9706199,-0.00011603,-1.21E-08,4.26E-12,-2.90E-16,-72930.5033,-46.81833172,1
aluminum hydroxide monofluoride,AlOHF,g,AL  1.00O   1.00H   1.00F   1.00    0.00,0,62.9872812,-574211.575,1000,6000,13315.081,755711.313,-2936.702803,11.02455104,-0.000137308,-7.43E-09,3.73E-12,-2.66E-16,-53401.309,-35.27397302,1
aluminum hydroxide difluoride,AlOHF2,g,AL  1.00O   1.00H   1.00F   2.00    0.00,0,81.9856844,-1141510.711,1000,6000,15428.498,653011.992,-3034.017232,14.09719788,-0.000166368,-1.01E-09,2.99E-12,-2.32E-16,-122305.2213,-51.5121069,1
aluminum oxide,AlO2,g,AL  1.00O   2.00    0.00    0.00    0.00,0,58.980338,-38647.476,1000,6000,13361.628,118709.0135,-833.529918,8.30926868,-0.00035385,5.97E-08,4.07E-14,-3.52E-16,-2032.0696,-17.15040246,1
AL(OH)2,AlO2H2,g,AL  1.00O   2.00H   2.00    0.00    0.00,0,60.996218,-507660.67,1000,6000,14027.535,1669643.735,-5924.73828,15.49480264,-0.000538349,5.41E-08,-1.20E-12,-1.08E-16,-26975.25061,-66.17911543,1
AL(OH)2CL,AlO2H2Cl,g,AL  1.00O   2.00H   2.00CL  1.00    0.00,0,96.448918,-859056.724,1000,6000,17222.037,1603911.487,-5767.23224,18.17772266,-0.000369182,1.14E-08,4.08E-12,-3.64E-16,-71186.9985,-77.57542241,1
AL(OH)2F,AlO2H2F,g,AL  1.00O   2.00H   2.00F   1.00    0.00,0,79.9946212,-1069628.708,1000,6000,16472.051,1559238.236,-5841.27303,18.23229919,-0.000390781,1.61E-08,3.54E-12,-3.39E-16,-96231.0089,-79.71351802,1
AL(OH)3,AlO3H3,g,AL  1.00O   3.00H   3.00    0.00    0.00,0,78.003558,-1012667.542,1000,6000,17594.767,2477063.616,-8968.61725,22.80320998,-0.000832029,8.66E-08,-2.42E-12,-1.33E-16,-70152.7864,-112.1899198,1
aluminum sulfide,AlS,g,AL  1.00S   1.00    0.00    0.00    0.00,0,59.047538,232682.009,1000,6000,9088.109,8909844.29,-25076.77454,28.93456134,-0.009839767,2.05E-06,-2.09E-10,8.15E-15,188576.1615,-178.6036203,1
aluminum sulfide,AlS2,g,AL  1.00S   2.00    0.00    0.00    0.00,0,91.113538,248535.279,1000,6000,14428.779,-68525.6354,-26.71667739,7.52019386,-8.15E-06,1.81E-09,-2.09E-13,9.70E-18,27583.62737,-7.873457337,1
dialuminum,Al2,g,AL  2.00    0.00    0.00    0.00    0.00,0,53.963076,501301.722,1000,6000,10139.122,-2320724.102,9218.70789,-9.44695187,0.00999992,-3.15E-06,4.36E-10,-2.24E-14,2904.589544,99.60320745,1
aluminum bromide,Al2Br6,g,AL  2.00BR  6.00    0.00    0.00    0.00,0,533.387076,-942422.811,1000,6000,38217.189,-173182.949,-43.4229978,22.0341421,-1.42E-05,3.24E-09,-3.80E-13,1.80E-17,-120233.8355,-62.0105495,1
aluminum carbide,Al2C2,g,AL  2.00C   2.00    0.00    0.00    0.00,0,77.984476,544978,1000,6000,16165.001,159765.1967,-1644.007203,11.64643675,-0.000437922,9.37E-08,-1.05E-11,4.78E-16,72048.8981,-36.48164252,1
aluminum chloride,Al2Cl6,g,AL  2.00CL  6.00    0.00    0.00    0.00,0,266.679276,-1296876.242,1000,6000,34147.09,-275297.5554,-92.4823597,22.07058224,-2.87E-05,6.42E-09,-7.44E-13,3.47E-17,-162915.7014,-70.91603141,1
aluminum fluoride,Al2F6,g,AL  2.00F   6.00    0.00    0.00    0.00,0,167.9534952,-2632491.231,1000,6000,26064.089,-585298.261,-545.057199,22.4068632,-0.000162732,3.60E-08,-4.12E-12,1.91E-16,-321968.391,-85.89867941,1
aluminum iodide,Al2I6,g,AL  2.00I   6.00    0.00    0.00    0.00,0,815.389896,-487747.035,1000,6000,40920.966,-121011.2399,-24.67542774,22.0199265,-8.46E-06,1.96E-09,-2.33E-13,1.11E-17,-65485.2375,-55.28536481,1
aluminum oxide,Al2O,g,AL  2.00O   1.00    0.00    0.00    0.00,0,69.962476,-148611.286,1000,6000,12776.514,-117107.4351,-178.3009166,7.63321536,-5.34E-05,1.18E-08,-1.36E-12,6.29E-17,-19475.80149,-14.15764167,1
aluminum oxide,Al2O2,g,AL  2.00O   2.00    0.00    0.00    0.00,0,85.961876,-403095.587,1000,6000,15842.613,-194061.1656,-460.975243,10.84375637,-0.000137604,3.04E-08,-3.50E-12,1.62E-16,-49630.5578,-29.4653809,1
aluminum oxide,Al2O3,g,AL  2.00O   3.00    0.00    0.00    0.00,0,101.961276,-546890.53,1000,6000,19598.07,-277778.4969,-491.746593,13.86703888,-0.000146938,3.25E-08,-3.73E-12,1.73E-16,-67907.5785,-43.75559873,1
aluminum sulfide,Al2S,g,AL  2.00S   1.00    0.00    0.00    0.00,0,86.029076,220679.131,1000,6000,14003.931,-70434.3737,-26.76376869,7.52023382,-8.17E-06,1.82E-09,-2.09E-13,9.73E-18,24227.18377,-10.66579238,1
aluminum sulfide,Al2S2,g,AL  2.00S   2.00    0.00    0.00    0.00,0,118.095076,135287.321,1000,6000,18099.521,-137780.6456,-77.050325,10.55723566,-2.28E-05,5.01E-09,-5.72E-13,2.64E-17,13133.36091,-22.56849054,1
argon,Ar,g,AR  1.00    0.00    0.00    0.00    0.00,0,39.948,0,1000,6000,6197.428,20.10538475,-0.059926611,2.500069401,-3.99E-08,1.21E-11,-1.82E-15,1.08E-19,-744.993961,4.37918011,1
boron,B,g,B   1.00    0.00    0.00    0.00    0.00,0,10.811,575598.76,1000,6000,6316.06,-107265.961,322.530716,2.126407232,0.000210658,-5.94E-08,7.38E-12,-2.28E-16,66434.131,6.87706967,1
boron monobromide,BBr,g,B   1.00BR  1.00    0.00    0.00    0.00,0,90.715,240952.358,1000,6000,8997.058,253685.8027,-640.59095,4.66682347,0.000417549,-2.96E-07,7.52E-11,-4.84E-15,31890.8434,-0.825587091,1
boron dibromide,BBr2,g,B   1.00BR  2.00    0.00    0.00    0.00,0,170.619,97828.617,1000,6000,12200.717,-419163.337,415.768847,7.14816983,-0.000568959,3.20E-07,-5.55E-11,3.19E-15,6118.98205,-5.50275962,1
boron tribromide,BBr3,g,B   1.00BR  3.00    0.00    0.00    0.00,0,250.523,-205300,1000,6000,15702.797,-190104.6795,-150.3627687,10.10999896,-4.32E-05,9.41E-09,-1.07E-12,4.88E-17,-27425.53062,-19.97496003,1
boron monocarbide,BC,g,B   1.00C   1.00    0.00    0.00    0.00,0,22.8217,838161.905,1000,6000,8735.105,-2346280.674,6450.7513,-2.619532384,0.003339161,-4.51E-07,1.35E-11,8.27E-16,57866.8507,50.37884876,1
boron dicarbide,BC2,g,B   1.00C   2.00    0.00    0.00    0.00,0,34.8324,801258.725,1000,6000,11687.825,1525485.889,-5987.86238,14.08384855,-0.0037475,1.08E-06,-1.38E-10,6.47E-15,131120.4013,-63.37215498,1
boron monochloride,BCl,g,B   1.00CL  1.00    0.00    0.00    0.00,0,46.2637,183173.437,1000,6000,8861.337,-74212.6254,263.8090127,3.60022765,0.001018866,-4.67E-07,9.85E-11,-6.47E-15,19127.2648,5.23530815,1
boron monochloride hydroxide,BClOH,g,B   1.00CL  1.00O   1.00H   1.00    0.00,0,63.27104,-234005.381,1000,6000,12431.519,702773.844,-2857.391274,10.9117584,-8.11E-05,-2.12E-08,5.41E-12,-3.46E-16,-13072.21888,-35.8516951,1
BCL(OH)2,BClO2H2,g,B   1.00CL  1.00O   2.00H   2.00    0.00,0,80.27838,-805387.658,1000,6000,13565.103,1423878.191,-5849.70407,17.92165219,-0.000200991,-3.39E-08,9.84E-12,-6.47E-16,-64742.6176,-81.0040008,1
boron dichloride,BCl2,g,B   1.00CL  2.00    0.00    0.00    0.00,0,81.7164,-60881.49,1000,6000,11513.621,350140.313,-1662.20359,8.83953472,-0.000977254,2.47E-07,-2.50E-11,8.72E-16,568.290944,-21.48349445,1
boron dichloride hydroxide,BCl2OH,g,B   1.00CL  2.00O   1.00H   1.00    0.00,0,98.72374,-604917.444,1000,6000,14051.769,587811.379,-2982.969317,14.00662004,-0.000119419,-1.27E-08,4.42E-12,-3.00E-16,-58241.6807,-51.5085914,1
boron trichloride,BCl3,g,B   1.00CL  3.00    0.00    0.00    0.00,0,117.1691,-404500,1000,6000,13970.666,-241740.8819,-292.1539509,10.2166848,-8.62E-05,1.90E-08,-2.17E-12,1.00E-16,-50748.3444,-25.46863529,1
boron monofluoride,BF,g,B   1.00F   1.00    0.00    0.00    0.00,0,29.8094032,-106931.884,1000,6000,8694.67,-374638.978,560.449391,3.60918611,0.000618722,-1.78E-07,2.43E-11,-9.39E-16,-18191.79292,3.71660929,1
boron monofluoride monochloride,BFCl,g,B   1.00F   1.00CL  1.00    0.00    0.00,0,65.2621032,-279184.068,1000,6000,11033.04,-108630.9561,-523.343848,7.29750474,-3.05E-05,-3.15E-08,1.05E-11,-7.62E-16,-33058.9121,-11.86587285,1
boron monofluoride dichloride,BFCl2,g,B   1.00F   1.00CL  2.00    0.00    0.00,0,100.7148032,-643000,1000,6000,13230.913,-223361.3309,-644.060296,10.47861848,-0.000191189,4.22E-08,-4.85E-12,2.25E-16,-77406.2648,-28.14631458,1
boron monofluoride hydroxide,BFOH,g,B   1.00F   1.00O   1.00H   1.00    0.00,0,46.8167432,-451631.678,1000,6000,11973.122,725131.809,-3215.62085,11.17909777,-0.000188388,2.58E-09,2.67E-12,-2.19E-16,-37168.0808,-39.7846349,1
BF(OH)2,BFO2H2,g,B   1.00F   1.00O   2.00H   2.00    0.00,0,63.8240832,-1049889.539,1000,6000,12885.22,1422037.64,-6257.29757,18.22460686,-0.00032214,-7.13E-09,6.76E-12,-5.04E-16,-91862.5419,-85.2789505,1
boron difluoride,BF2,g,B   1.00F   2.00    0.00    0.00    0.00,0,48.8078064,-499426.904,1000,6000,10612.202,-115309.1296,-810.980012,7.60270923,-0.000240921,5.33E-08,-6.12E-12,2.84E-16,-57962.2217,-16.55644047,1
boron difluoride monochloride,BF2Cl,g,B   1.00F   2.00CL  1.00    0.00    0.00,0,84.2605064,-888000,1000,6000,12323.693,-206681.7398,-1024.447292,10.75843981,-0.000302324,6.67E-08,-7.65E-12,3.55E-16,-104693.6725,-32.2999557,1
boron difluoride hydroxide,BF2OH,g,B   1.00F   2.00O   1.00H   1.00    0.00,0,65.8151464,-1092217.322,1000,6000,12395.887,576075.925,-3611.90019,14.4689764,-0.000302829,2.76E-08,-1.91E-13,-8.69E-17,-113358.9041,-58.9698151,1
boron trifluoride,BF3,g,B   1.00F   3.00    0.00    0.00    0.00,0,67.8062096,-1136000,1000,6000,11651.226,-181976.7014,-1405.347931,11.03412258,-0.000410459,9.03E-08,-1.03E-11,4.78E-16,-132313.6863,-37.3838608,1
boron monohydride,BH,g,B   1.00H   1.00    0.00    0.00    0.00,0,11.81894,456723.204,1000,6000,8639.104,-1098531.663,-174.5890126,8.44242681,-0.005440197,2.72E-06,-4.84E-10,2.87E-14,51129.049,-29.71030686,1
boron monohydride monochloride,BHCl,g,B   1.00H   1.00CL  1.00    0.00    0.00,0,47.27164,141418.307,1000,6000,10304.807,349999.172,-2238.404757,8.71110605,-0.001088883,4.19E-07,-6.57E-11,3.62E-15,28412.40364,-25.89567177,1
boron monohydride dichloride,BHCl2,g,B   1.00H   1.00CL  2.00    0.00    0.00,0,82.72434,-251883.529,1000,6000,11745.632,411099.606,-2858.027441,11.79547506,-0.000632282,1.27E-07,-1.35E-11,5.92E-16,-16172.8876,-42.1790206,1
boron monohydride monofluoride,BHF,g,B   1.00H   1.00F   1.00    0.00    0.00,0,30.8173432,-76012.343,1000,6000,10042.057,1184821.3,-4677.43518,10.67328148,-0.001606367,3.70E-07,-3.80E-11,1.43E-15,18026.40937,-42.8593117,1
boron monohydride monofluoride monochloride,BHFCl,g,B   1.00H   1.00F   1.00CL  1.00    0.00,0,66.2700432,-483036.62,1000,6000,11414.539,439077.892,-3137.181709,12.00286161,-0.000715367,1.45E-07,-1.57E-11,6.91E-16,-42323.6834,-44.6654356,1
boron monohydride difluoride,BHF2,g,B   1.00H   1.00F   2.00    0.00    0.00,0,49.8157464,-739613.811,1000,6000,10659.347,466087.696,-3728.10049,12.44152658,-0.000890684,1.84E-07,-2.01E-11,8.98E-16,-69781.4293,-51.0321804,1
boron dihydride,BH2,g,B   1.00H   2.00    0.00    0.00    0.00,0,12.82688,318289.275,1000,6000,10002.575,1565810.423,-6858.18434,13.29759641,-0.002705961,6.14E-07,-7.10E-11,3.29E-15,78599.6543,-66.384302,1
boron dihydride monochloride,BH2Cl,g,B   1.00H   2.00CL  1.00    0.00    0.00,0,48.27958,-80845.754,1000,6000,10426.902,1427215.437,-6265.56434,13.82183005,-0.001313844,2.59E-07,-2.71E-11,1.17E-15,26393.87516,-63.9972624,1
boron dihydride monofluoride,BH2F,g,B   1.00H   2.00F   1.00    0.00    0.00,0,31.8252832,-323956.732,1000,6000,10137.922,1435082.111,-6625.32017,14.09165008,-0.001422469,2.83E-07,-2.99E-11,1.30E-15,-793.719267,-68.013564,1
boron trihydride,BH3,g,B   1.00H   3.00    0.00    0.00    0.00,0,13.83482,88000,1000,6000,9992.015,2431957.621,-9585.54759,15.87143758,-0.002026745,4.01E-07,-4.22E-11,1.83E-15,68190.1497,-87.1553801,1
BH3NH3,BH6N,g,B   1.00H   6.00N   1.00    0.00    0.00,0,30.86538,-115000,1000,6000,12681.53,4354925.96,-18242.35232,31.6299983,-0.003208244,5.89E-07,-5.81E-11,2.38E-15,94381.1803,-189.786578,1
boron moniodide,BI,g,B   1.00I   1.00    0.00    0.00    0.00,0,137.71547,325987.502,1000,6000,9142.202,2132872.626,-6283.68496,11.23964343,-0.003258857,7.06E-07,-4.23E-11,-4.21E-16,77976.3481,-46.6404261,1
boron diiodide,BI2,g,B   1.00I   2.00    0.00    0.00    0.00,0,264.61994,238096.324,1000,6000,12688.424,-392402.223,442.290235,7.12962358,-0.000561963,3.18E-07,-5.54E-11,3.18E-15,22919.72638,-3.20179324,1
boron triiodide,BI3,g,B   1.00I   3.00    0.00    0.00    0.00,0,391.52441,21400,1000,6000,16933.072,-150617.6506,-81.6721061,10.05937867,-2.32E-05,5.02E-09,-5.65E-13,2.58E-17,-426.168791,-16.17962779,1
boron mononitride,BN,g,B   1.00N   1.00    0.00    0.00    0.00,0,24.81774,574726.408,1000,6000,8961.108,-227693.2705,-102.5649298,4.41458681,0.000256167,-1.61E-08,-6.53E-13,5.75E-17,67844.6513,-0.677854448,1
boron monoxide,BO,g,B   1.00O   1.00    0.00    0.00    0.00,0,26.8104,20406.404,1000,6000,8674.104,17886.00589,-630.901963,4.5745284,0.0001988,-9.70E-08,1.87E-11,-1.03E-15,4841.31109,-3.39889058,1
boron oxychloride,BOCl,g,B   1.00O   1.00CL  1.00    0.00    0.00,0,62.2631,-318536.695,1000,6000,10607.913,155714.8487,-1446.254968,8.50944805,-0.000385901,8.26E-08,-9.26E-12,4.22E-16,-32035.8904,-23.72714015,1
boron monoxide dichloride,BOCl2,g,B   1.00O   1.00CL  2.00    0.00    0.00,0,97.7158,-361565.512,1000,6000,13169.65,-229752.7041,-619.456793,10.46075518,-0.000184162,4.07E-08,-4.67E-12,2.17E-16,-43715.3842,-27.43571136,1
boron oxyfluoride,BOF,g,B   1.00O   1.00F   1.00    0.00    0.00,0,45.8088032,-592978.311,1000,6000,9988.295,193702.0297,-1739.112297,8.69565086,-0.00045189,9.59E-08,-1.07E-11,4.84E-16,-63301.5239,-27.02458617,1
boron monoxide difluoride,BOF2,g,B   1.00O   1.00F   2.00    0.00    0.00,0,64.8072064,-832767.7,1000,6000,11611.458,-220502.8861,-1254.23869,10.9255138,-0.000368014,8.11E-08,-9.28E-12,4.30E-16,-96804.4758,-34.8285333,1
boron monohydroxide,BOH,g,B   1.00O   1.00H   1.00    0.00    0.00,0,27.81834,-6756.578,1000,6000,10031.524,844749.857,-3016.982887,8.0838647,-0.000160986,-2.19E-09,3.13E-12,-2.38E-16,16476.98495,-26.03227947,1
borate,BO2,g,B   1.00O   2.00    0.00    0.00    0.00,0,42.8098,-309121.947,1000,6000,10772.157,-38344.5234,-956.326114,8.20096278,-0.000206213,9.87E-09,8.16E-12,-7.53E-16,-34235.6402,-22.24772278,1
B(OH)2,BO2H2,g,B   1.00O   2.00H   2.00    0.00    0.00,0,44.82568,-425243.642,1000,6000,11971.658,1557023.406,-5784.71076,14.87391235,-0.00018218,-3.80E-08,1.03E-11,-6.69E-16,-18068.10301,-65.902689,1
boron monosulfide,BS,g,B   1.00S   1.00    0.00    0.00    0.00,0,42.877,273519.405,1000,6000,8724.105,1358760.165,-4364.03596,9.03430759,-0.002114549,4.19E-07,-1.35E-11,-1.36E-15,59130.6545,-33.3669337,1
boron disulfide,BS2,g,B   1.00S   2.00    0.00    0.00    0.00,0,74.943,63867.46,1000,6000,13559.56,512040.251,-1938.581076,9.81487346,-0.001339732,3.75E-07,-4.40E-11,1.89E-15,17365.35,-27.57542709,1
diboron,B2,g,B   2.00    0.00    0.00    0.00    0.00,0,21.622,857370.506,1000,6000,8805.106,1094594.495,-2602.735739,6.90945621,-0.000640595,1.95E-07,-2.56E-11,1.05E-15,118780.7611,-19.49045025,1
diboron monocarbide,B2C,g,B   2.00C   1.00    0.00    0.00    0.00,0,33.6327,800432.614,1000,6000,11723.114,1159241.019,-4567.79881,12.28672097,-0.002500831,6.41E-07,-6.93E-11,2.67E-15,122244.2137,-51.99066186,1
