Name,Formula,State,Formula-Raw,Phase-Flag,Molecular-Weight,hf298,T_low,T_high,dh298_0,a1,a2,a3,a4,a5,a6,a7,b1,b2,eq
carbon monohydride monofluoride dibromide,CHFBr2,g,C   1.00H   1.00F   1.00BR  2.00    0.00,0,191.8250432,-175000,1000,6000,14359.556,593568.248,-3742.65029,15.1718484,-0.000715817,1.36E-07,-1.39E-11,5.85E-16,-2347.729721,-57.65787939,1
carbon monohydride monofluoride monochloride,CHFCl,g,C   1.00H   1.00F   1.00CL  1.00    0.00,0,67.4697432,-83144.704,1000,6000,11145.955,662150.121,-3808.82314,12.23860673,-0.000746614,1.43E-07,-1.48E-11,6.27E-16,10188.68887,-46.58224084,1
carbon monohydride monofluoride monochloride monobromide,CHFClBr,g,C   1.00H   1.00F   1.00CL  1.00BR  1.00,0,147.3737432,-230000,1000,6000,13787.186,579894.586,-3823.01126,15.22774213,-0.000737208,1.41E-07,-1.44E-11,6.08E-16,-8554.35094,-59.03426791,1
carbon monohydride monofluoride dichloride,CHFCl2,g,C   1.00H   1.00F   1.00CL  2.00    0.00,0,102.9224432,-284900,1000,6000,13285.927,565697.196,-3891.99271,15.2788123,-0.000757578,1.45E-07,-1.49E-11,6.32E-16,-14814.7847,-61.70725235,1
carbon monohydride difluoride,CHF2,g,C   1.00H   1.00F   2.00    0.00    0.00,0,51.0154464,-238900,1000,6000,10920,552681.191,-3696.01042,12.08610698,-0.000649859,1.12E-07,-9.81E-12,3.35E-16,-9437.06022,-47.04418874,1
carbon monohydride difluoride monobromide,CHF2Br,g,C   1.00H   1.00F   2.00BR  1.00    0.00,0,130.9194464,-422000,1000,6000,13169.504,576732.196,-4177.61091,15.50139673,-0.00084896,1.66E-07,-1.73E-11,7.43E-16,-29662.15259,-63.49301408,1
carbon monohydride difluoride monochloride,CHF2Cl,g,C   1.00H   1.00F   2.00CL  1.00    0.00,0,86.4681464,-482800,1000,6000,12362.102,562266.841,-4293.10044,15.57620973,-0.000876286,1.71E-07,-1.79E-11,7.72E-16,-36374.0057,-66.07130761,1
carbon monohydride trifluoride,CHF3,g,C   1.00H   1.00F   3.00    0.00    0.00,0,70.0138496,-693300,1000,6000,11566.886,568593.953,-4728.56968,15.86751918,-0.000738363,1.97E-07,-2.06E-11,8.97E-16,-59230.6371,-71.61441636,1
carbon dihydride,CH2,g,C   1.00H   2.00    0.00    0.00    0.00,0,14.02658,388800,1000,6000,10027.422,2510415.94,-7953.93239,12.3882957,-0.00177591,3.22E-07,-3.07E-11,1.20E-15,96010.2856,-61.55984406,1
carbon dihydride dibromide,CH2Br2,g,C   1.00H   2.00BR  2.00    0.00    0.00,0,173.83458,-14800,1000,6000,12614.407,1528243.72,-6673.30211,16.70201067,-0.001166284,2.12E-07,-2.08E-11,8.43E-16,36002.7329,-74.47977708,1
carbon dihydride monochloride,CH2Cl,g,C   1.00H   2.00CL  1.00    0.00    0.00,0,49.47928,119200,1000,6000,10979.92,1662402.02,-6441.03471,13.59745277,-0.0011405,2.09E-07,-2.05E-11,8.38E-16,52128.4646,-61.48524708,1
carbon dihydride monochloride monobromide,CH2ClBr,g,C   1.00H   2.00CL  1.00BR  1.00    0.00,0,129.38328,-45000,1000,6000,12190.747,1525025.678,-6823.36011,16.82772117,-0.001219754,2.25E-07,-2.22E-11,9.11E-16,33202.5653,-76.37593106,1
carbon dihydride dichloride,CH2Cl2,g,C   1.00H   2.00CL  2.00    0.00    0.00,0,84.93198,-95000,1000,6000,11854.077,1529283.055,-6976.97044,16.9415683,-0.001265063,2.34E-07,-2.33E-11,9.63E-16,28063.27866,-79.494688,1
carbon dihydride monofluoride,CH2F,g,C   1.00H   2.00F   1.00    0.00    0.00,0,33.0249832,-31800,1000,6000,11129,-359375157,921130.49,-887.42977,0.427126549,-0.000106248,1.32E-08,-6.50E-13,-6015409.46,6529.098563,1
carbon dihydride monofluoride monobromide,CH2FBr,g,C   1.00H   2.00F   1.00BR  1.00    0.00,0,112.9289832,-215000,1000,6000,11622.585,1539996.347,-7231.61995,17.14575038,-0.001350237,2.54E-07,-2.56E-11,1.07E-15,15096.4722,-80.62114847,1
carbon dihydride monofluoride monochloride,CH2FCl,g,C   1.00H   2.00F   1.00CL  1.00    0.00,0,68.4776832,-265700,1000,6000,11252.779,1533648.782,-7369.66071,17.25145396,-0.001393149,2.63E-07,-2.67E-11,1.12E-15,9754.46364,-83.08254954,1
carbon dihydride difluoride,CH2F2,g,C   1.00H   2.00F   2.00    0.00    0.00,0,52.0233864,-452300,1000,6000,10693.327,1546546.355,-7876.70383,17.68750495,-0.001581188,3.07E-07,-3.18E-11,1.36E-15,-9801.2853,-89.072781,1
carbon trihydride,CH3,g,C   1.00H   3.00    0.00    0.00    0.00,0,15.03452,146900,1000,6000,10366.34,2760904.27,-9336.55279,14.8769863,-0.001439228,2.44E-07,-2.22E-11,8.39E-16,74847.6479,-79.19489326,1
carbon trihydride monobromide,CH3Br,g,C   1.00H   3.00BR  1.00    0.00    0.00,0,94.93852,-37700,1000,6000,10612.655,2524823.219,-10118.62235,18.65887871,-0.001797602,3.30E-07,-3.25E-11,1.33E-15,55409.6786,-97.78555538,1
carbon trihydride monochloride,CH3Cl,g,C   1.00H   3.00CL  1.00    0.00    0.00,0,50.48722,-81870,1000,6000,10416.144,2522470.775,-10301.18166,18.82729495,-0.001872314,3.47E-07,-3.46E-11,1.43E-15,51114.3423,-100.657412,1
hydroxymethylene radical,CH3F,g,C   1.00H   3.00F   1.00    0.00    0.00,0,34.0329232,-237700,1000,6000,10135.229,2561892.955,-10860.51204,19.29446743,-0.00207098,3.93E-07,-3.99E-11,1.68E-15,35634.9716,-106.1158311,1
hydroxymethyl radical,CH3O,g,C   1.00H   3.00O   1.00    0.00    0.00,0,31.03392,-8900,1000,6000,11833.908,2528592.31,-9235.95197,17.1290849,-0.001310755,2.14E-07,-1.87E-11,6.85E-16,54183.956,-86.7489502,1
methoxide,CH3O,g,C   1.00H   3.00O   1.00    0.00    0.00,0,31.03392,13000,1000,6000,10745.287,2224626.76,-9720.56548,18.8248204,-0.001961523,3.79E-07,-3.96E-11,1.79E-15,58429.3185,-100.416811,1
methane,CH4,g,C   1.00H   4.00    0.00    0.00    0.00,0,16.04246,-74600,1000,6000,10016.198,3746265.7,-13888.5134,20.5402982,-0.001944197,4.32E-07,-4.06E-11,1.64E-15,75659.8868,-122.2977672,1
methanol,CH4O,g,C   1.00H   4.00O   1.00    0.00    0.00,0,32.04186,-200940,1000,6000,11435.277,3411560.75,-13454.9745,22.614046,-0.002141012,3.73E-07,-3.50E-11,1.37E-15,56360.6386,-127.781226,1
carbon moniodide,CI,g,C   1.00I   1.00    0.00    0.00    0.00,0,138.91517,570200.657,1000,6000,9497.157,-27181.7224,203.002866,4.34851596,0.000126973,-1.05E-08,1.57E-12,-7.18E-17,65995.8584,4.651562322,1
carbon mononitride,CN,g,C   1.00N   1.00    0.00    0.00    0.00,0,26.01744,438683.448,1000,6000,8672,-2227976.079,5040.66445,-0.212179448,0.001354881,1.33E-07,-6.94E-11,5.49E-15,17845.42332,32.8251552,1
CNN,CN2,g,C   1.00N   2.00    0.00    0.00    0.00,0,40.02418,633474.702,1000,6000,10368.306,608532.725,-2582.43506,8.69492616,-0.00018269,-1.36E-08,8.58E-12,-5.81E-16,90212.1503,-27.21343348,1
cobalt,CO,g,C   1.00O   1.00    0.00    0.00    0.00,0,28.0101,-110530,1000,6000,8671,461915.856,-1944.685748,5.91664709,-0.000566423,1.40E-07,-1.79E-11,9.62E-16,-2465.738441,-13.87402604,1
carbon monoxide monochloride,COCl,g,C   1.00O   1.00CL  1.00    0.00    0.00,0,63.4628,-16000,1000,6000,11550.749,344320.857,-1793.0027,8.39260686,-0.000537399,9.11E-08,-3.11E-12,-2.04E-16,6913.56293,-19.98812919,1
carbon monoxide dichloride,COCl2,g,C   1.00O   1.00CL  2.00    0.00    0.00,0,98.9155,-219500,1000,6000,12878.622,-25461.27725,-1305.94338,10.92919845,-0.0003601,7.79E-08,-8.79E-12,4.03E-16,-22198.56143,-32.332863,1
carbon monoxide monofluoride,COF,g,C   1.00O   1.00F   1.00    0.00    0.00,0,47.0085032,-179413.27,1000,6000,10392.836,208436.5824,-1775.462902,8.32009205,-0.000481549,7.39E-08,-1.04E-12,-2.88E-16,-13203.4961,-22.03392272,1
carbon monoxide monofluoride monochloride,COFCl,g,C   1.00O   1.00F   1.00CL  1.00    0.00,0,82.4612032,-429492.862,1000,6000,11903.798,-53208.5991,-1580.898321,11.12684431,-0.000437235,9.46E-08,-1.07E-11,4.90E-16,-45997.3875,-35.25794032,1
carbon monoxide difluoride,COF2,g,C   1.00O   1.00F   2.00    0.00    0.00,0,66.0069064,-640000,1000,6000,11133.929,-40728.5282,-1974.036774,11.40366508,-0.000543726,1.18E-07,-1.33E-11,6.08E-16,-69077.7808,-40.09716354,1
carbon hydroxide monochloride,COHCl,g,C   1.00O   1.00H   1.00CL  1.00    0.00,0,64.47074,-164211.876,1000,6000,11006.282,831883.551,-4416.84372,12.70658744,-0.000936131,1.86E-07,-1.96E-11,8.51E-16,4330.31664,-51.45055356,1
carbon hydroxide monofluoride,COHF,g,C   1.00O   1.00H   1.00F   1.00    0.00,0,48.0164432,-374590.361,1000,6000,10449.795,857899.885,-4791.9993,12.93979389,-0.001018306,2.02E-07,-2.14E-11,9.30E-16,-18789.07196,-55.27480364,1
carbon monoxide monosulfide,COS,g,C   1.00O   1.00S   1.00    0.00    0.00,0,60.0761,-141700,1000,6000,9941.597,195869.6362,-1756.061149,8.71032183,-0.000413888,1.02E-07,-1.16E-11,5.69E-16,-8927.78737,-26.36247495,1
carbon dioxide,CO2,g,C   1.00O   2.00    0.00    0.00    0.00,0,44.0095,-393510,1000,6000,9365.469,117696.9434,-1788.801467,8.29154353,-9.22E-05,4.87E-09,-1.89E-12,6.33E-16,-39083.4501,-26.52683962,1
COOH,CO2H,g,C   1.00O   2.00H   1.00    0.00    0.00,0,45.01744,-213000,1000,6000,10813.349,929306.699,-4483.00051,12.421968,-0.000746302,1.33E-07,-1.28E-11,5.14E-16,-852.020695,-50.6804608,1
carbon monophosphide,CP,g,C   1.00P   1.00    0.00    0.00    0.00,0,42.984461,520158.802,1000,6000,8715.301,-5646862.02,17362.8071,-16.3305993,0.011433478,-2.82E-06,3.29E-10,-1.48E-14,-48723.1655,148.0113451,1
cesium,CS,g,C   1.00S   1.00    0.00    0.00    0.00,0,44.0767,279771.878,1000,6000,8708.378,-971961.2,2339.20906,1.70938511,0.00157718,-4.15E-07,4.50E-11,-5.95E-16,16957.1024,18.74054728,1
dicesium,CS2,g,C   1.00S   2.00    0.00    0.00    0.00,0,76.1427,116700,1000,6000,10664.223,-1390420.939,3354.97003,3.019263826,0.002876423,-9.08E-07,1.37E-10,-7.00E-15,-10138.95456,15.65106491,1
dicarbon,C2,g,C   2.00    0.00    0.00    0.00    0.00,0,24.0214,830457,1000,6000,10169,-968890.957,3560.9902,-0.506351169,0.002945093,-7.14E-07,8.67E-11,-4.08E-15,76818.6,33.39896056,1
dicarbon monochloride,C2Cl,g,C   2.00CL  1.00    0.00    0.00    0.00,0,59.4741,534083.071,1000,6000,10780.626,213701.7514,-1630.430045,8.62340716,-0.000425317,9.04E-08,-1.01E-11,4.57E-16,71710.3473,-24.12955465,1
dicarbon dichloride,C2Cl2,g,C   2.00CL  2.00    0.00    0.00    0.00,0,94.9268,200000,1000,6000,14592.612,296148.2255,-2044.167935,11.87518625,-0.000511456,1.07E-07,-1.18E-11,5.33E-16,33167.9888,-40.00745746,1
dicarbon trichloride,C2Cl3,g,C   2.00CL  3.00    0.00    0.00    0.00,0,130.3795,190271.591,1000,6000,16150.257,-220357.0165,-1073.085495,13.78388266,-0.000309464,6.78E-08,-7.73E-12,3.57E-16,24311.19041,-43.4231023,1
dicarbon tetrachloride,C2Cl4,g,C   2.00CL  4.00    0.00    0.00    0.00,0,165.8322,-11000,1000,6000,19605.642,-300231.185,-1132.13781,16.83044135,-0.000328732,7.22E-08,-8.24E-12,3.81E-16,-706.955206,-59.79956926,1
dicarbon hexachloride,C2Cl6,g,C   2.00CL  6.00    0.00    0.00    0.00,0,236.7376,-141500,1000,6000,27129.39,-557576.648,-497.988271,22.37066427,-0.000147846,3.26E-08,-3.73E-12,1.72E-16,-22544.11904,-83.8192038,1
dicarbon monofluoride,C2F,g,C   2.00F   1.00    0.00    0.00    0.00,0,43.0198032,353847.482,1000,6000,10367.036,289878.0324,-2016.654368,8.87506634,-0.000516701,1.09E-07,-1.21E-11,5.48E-16,52412.9323,-27.73105522,1
dicarbon monofluoride monochloride,C2FCl,g,C   2.00F   1.00CL  1.00    0.00    0.00,0,78.4725032,33766.399,1000,6000,13876.507,347134.329,-2348.439488,12.06875206,-0.000580483,1.21E-07,-1.33E-11,5.99E-16,15020.45984,-42.52442064,1
dicarbon monofluoride trichloride,C2FCl3,g,C   2.00F   1.00CL  3.00    0.00    0.00,0,149.3779032,-166000,1000,6000,18731.914,-283041.9579,-1473.622602,17.0785634,-0.000426407,9.35E-08,-1.07E-11,4.93E-16,-17385.83785,-61.96890865,1
dicarbon difluoride,C2F2,g,C   2.00F   2.00    0.00    0.00    0.00,0,62.0182064,-144665.688,1000,6000,13266.418,419277.332,-2715.029927,12.30366114,-0.000664723,1.38E-07,-1.52E-11,6.81E-16,-4181.32631,-46.70120602,1
dicarbon difluoride dichloride,C2F2Cl2,g,C   2.00F   2.00CL  2.00    0.00    0.00,0,132.9236064,-337837,1000,6000,17936.029,-870205.868,726.319089,15.30706863,0.00030446,-7.04E-08,8.28E-12,-3.90E-16,-52087.9132,-49.98428824,1
dicarbon trifluoride,C2F3,g,C   2.00F   3.00    0.00    0.00    0.00,0,81.0166096,-228181.093,1000,6000,14163.567,-124292.5975,-2137.201615,14.55041017,-0.000609328,1.33E-07,-1.51E-11,6.98E-16,-19772.04276,-54.20967232,1
dicarbon trifluoride monochloride,C2F3Cl,g,C   2.00F   3.00CL  1.00    0.00    0.00,0,116.4693096,-515200,1000,6000,17128.149,-216188.8941,-2195.350628,17.59632568,-0.000628402,1.37E-07,-1.57E-11,7.22E-16,-55149.5158,-69.22128665,1
tetrafluoroethylene,C2F4,g,C   2.00F   4.00    0.00    0.00    0.00,0,100.0150128,-659500,1000,6000,16330.554,-162934.8913,-2604.072169,17.88508072,-0.000739818,1.61E-07,-1.84E-11,8.46E-16,-70062.6475,-74.543066,1
hexafluoroethane,C2F6,g,C   2.00F   6.00    0.00    0.00    0.00,0,138.0118192,-1344000,1000,6000,20272.04,-1011461.523,-942.472007,22.02582595,-0.00013161,1.87E-08,-3.47E-12,2.49E-16,-165741.7898,-93.02367534,1
ethynyl radical,C2H,g,C   2.00H   1.00    0.00    0.00    0.00,0,25.02934,566205.472,1000,6000,10454.472,3995864.09,-11969.0929,17.1383304,-0.00333696,6.00E-07,-5.50E-11,2.02E-15,143142.317,-92.85925892,1
dicarbon monohydride monochloride,C2HCl,g,C   2.00H   1.00CL  1.00    0.00    0.00,0,60.48204,212856.775,1000,6000,11788.381,1152211.658,-4461.39105,12.81389516,-0.000679864,1.15E-07,-1.05E-11,3.95E-16,50711.8692,-53.20818676,1
dicarbon monohydride trichloride,C2HCl3,g,C   2.00H   1.00CL  3.00    0.00    0.00,0,131.38744,-19100,1000,6000,16604.624,604945.033,-4237.08516,18.46287907,-0.00081382,1.55E-07,-1.59E-11,6.70E-16,18290.9783,-76.9846836,1
dicarbon monohydride monofluoride,C2HF,g,C   2.00H   1.00F   1.00    0.00    0.00,0,44.0277432,41692.304,1000,6000,11445.908,1234330.392,-4819.53819,13.02333516,-0.000749524,1.29E-07,-1.18E-11,4.54E-16,32367.832,-56.40762798,1
dicarbon monohydride monofluoride dichloride,C2HFCl2,g,C   2.00H   1.00F   1.00CL  2.00    0.00,0,114.9331432,-168648,1000,6000,16259.29,407176.189,-3808.35082,18.2116,-0.000727982,1.38E-07,-1.41E-11,5.92E-16,-2675.911299,-75.67469866,1
dicarbon monohydride difluoride monochloride,C2HF2Cl,g,C   2.00H   1.00F   2.00CL  1.00    0.00,0,98.4788464,-333654,1000,6000,15262.754,583029.12,-3810.28784,17.98999204,-0.000588796,1.00E-07,-9.15E-12,3.46E-16,-22058.9373,-75.90922147,1
dicarbon monohydride trifluoride,C2HF3,g,C   2.00H   1.00F   3.00    0.00    0.00,0,82.0245496,-491000,1000,6000,14327.512,691707.965,-5260.22176,19.1526947,-0.001072463,2.10E-07,-2.20E-11,9.47E-16,-32476.9292,-87.50405174,1
"CHCO,ketyl",C2HO,g,C   2.00H   1.00O   1.00    0.00    0.00,0,41.02874,161084,1000,6000,11239.131,2154213.19,-7508.89222,14.0790264,-0.00125693,2.24E-07,-2.14E-11,8.49E-16,64564.7834,-65.04951868,1
vinylidene,C2H2,g,C   2.00H   2.00    0.00    0.00    0.00,0,26.03728,414788.168,1000,6000,10874.168,1940844.95,-6892.74454,13.3958622,-0.00093692,1.47E-07,-1.22E-11,4.12E-16,91071.266,-63.37532444,1
acetylene,C2H2,g,C   2.00H   2.00    0.00    0.00    0.00,0,26.03728,228200,1000,6000,10005.839,1713792.12,-5928.97095,12.3611564,0.000131471,-1.36E-07,2.71E-11,-1.30E-15,62664.8973,-58.18872934,1
dicarbon dihydride dichloride,C2H2Cl2,g,C   2.00H   2.00CL  2.00    0.00    0.00,0,96.94268,3410,1000,6000,14882.477,1561078.805,-7357.98202,20.1185754,-0.001310921,2.41E-07,-2.38E-11,9.78E-16,41221.2689,-95.50169906,1
dicarbon dihydride monofluoride monochloride,C2H2FCl,g,C   2.00H   2.00F   1.00CL  1.00    0.00,0,80.4883832,-165082,1000,6000,13469.313,1527659.307,-6689.63069,19.50545828,-0.001040882,1.78E-07,-1.63E-11,6.21E-16,17052.13316,-91.94021576,1
dicarbon dihydride difluoride,C2H2F2,g,C   2.00H   2.00F   2.00    0.00    0.00,0,64.0340864,-336400,1000,6000,12479.683,-822802.103,-2915.493308,18.30140501,-0.00103951,2.55E-07,-3.16E-11,1.55E-15,-31101.74211,-84.00665971,1
"CH2CO,ketene",C2H2O,g,C   2.00H   2.00O   1.00    0.00    0.00,0,42.03668,-47700,1000,6000,11797.743,2015808.05,-8201.89832,17.5909614,-0.001460627,2.69E-07,-2.65E-11,1.09E-15,42016.365,-88.36982852,1
vinyl radical,C2H3,g,C   2.00H   3.00    0.00    0.00    0.00,0,27.04522,299740.151,1000,6000,10575.049,2561698.63,-10057.9466,18.5187445,-0.001719194,3.09E-07,-2.99E-11,1.20E-15,95758.7448,-98.18485136,1
dicarbon trihydride monochloride,C2H3Cl,g,C   2.00H   3.00CL  1.00    0.00    0.00,0,62.49792,23000,1000,6000,11819.647,2456166.38,-10474.49391,21.78733041,-0.001816875,3.30E-07,-3.21E-11,1.30E-15,63582.3697,-114.988846,1
dicarbon trihydride monofluoride,C2H3F,g,C   2.00H   3.00F   1.00    0.00    0.00,0,46.0436232,-140100,1000,6000,11335.928,2478832.992,-10759.33774,21.94799679,-0.001869137,3.40E-07,-3.32E-11,1.35E-15,45634.6366,-118.0412489,1
CH3CN,C2H3N,g,C   2.00H   3.00N   1.00    0.00    0.00,0,41.05196,64430,1000,6000,12093.105,2931022.01,-12365.4003,23.2667331,-0.00242135,4.65E-07,-4.77E-11,2.03E-15,80520.643,-129.4026158,1
"CH3CO,acetyl",C2H3O,g,C   2.00H   3.00O   1.00    0.00    0.00,0,43.04462,-10000,1000,6000,13036.467,2485510.168,-11207.47766,22.77560881,-0.002314445,4.54E-07,-4.74E-11,2.05E-15,63803.0474,-121.5376745,1
dicarbon tetrahydride,C2H4,g,C   2.00H   4.00    0.00    0.00    0.00,0,28.05316,52500,1000,6000,10518.689,3408725.12,-13748.3642,23.6588483,-0.002423729,4.43E-07,-4.35E-11,1.78E-15,88203.5634,-137.1268982,1
"CH3CHO,ethanal",C2H4O,g,C   2.00H   4.00O   1.00    0.00    0.00,0,44.05256,-166190,1000,6000,12896.716,3321164.64,-14497.1789,27.0842017,-0.002879318,5.56E-07,-5.73E-11,2.44E-15,65077.4116,-153.6235338,1
acetic acid,C2H4O2,g,C   2.00H   4.00O   2.00    0.00    0.00,0,60.05196,-432249.04,1000,6000,13597.325,2103541.15,-14678.3243,33.8281592,-0.005694937,1.34E-06,-1.61E-10,7.65E-15,29242.9134,-193.528824,1
dicarbon pentahydride,C2H5,g,C   2.00H   5.00    0.00    0.00    0.00,0,29.0611,118658.24,1000,6000,12185.244,4169208.95,-16629.7957,27.954403,-0.003051711,5.69E-07,-5.68E-11,2.36E-15,113700.837,-163.935689,1
bromoethane,C2H5Br,g,C   2.00H   5.00BR  1.00    0.00    0.00,0,108.9651,-63600,1000,6000,13569,2378652.344,-12670.34389,27.77559362,-0.002010902,4.44E-07,-5.35E-11,2.64E-15,64140.669,-152.8277775,1
dicarbon hexahydride,C2H6,g,C   2.00H   6.00    0.00    0.00    0.00,0,30.06904,-83851.544,1000,6000,11891.594,5025809.41,-20330.3046,33.2256212,-0.003836754,7.24E-07,-7.32E-11,3.07E-15,111596.908,-203.9417458,1
azomethane,C2H6N2,g,C   2.00H   6.00N   2.00    0.00    0.00,0,58.08252,148699.36,1000,6000,16524.999,4993354.46,-21609.9846,39.6445593,-0.0041965,8.02E-07,-8.21E-11,3.48E-15,144996.377,-237.211386,1
ethanol,C2H6O,g,C   2.00H   6.00O   1.00    0.00    0.00,0,46.06844,-234950,1000,6000,14541.926,4694781.59,-19297.89472,34.4757599,-0.00323613,5.78E-07,-5.56E-11,2.23E-15,86015.652,-203.4795998,1
dimethyl ether,C2H6O,g,C   2.00H   6.00O   1.00    0.00    0.00,0,46.06844,-184110,1000,6000,14354.432,4933577.31,-20830.9438,36.2905242,-0.004108366,7.90E-07,-8.13E-11,3.46E-15,101330.118,-218.544815,1
CCN,C2N,g,C   2.00N   1.00    0.00    0.00    0.00,0,38.02814,804803.412,1000,6000,11245.464,91176.8006,-1382.90338,8.37261949,-0.000268769,3.52E-08,-5.69E-13,-8.40E-17,102581.306,-22.78441154,1
CNC,C2N,g,C   2.00N   1.00    0.00    0.00    0.00,0,38.02814,684917.118,1000,6000,11359.17,-90327.5316,-830.952939,8.11433792,-0.000244552,5.39E-08,-6.18E-12,2.86E-16,84516.612,-21.02380564,1
dicarbon dinitride,C2N2,g,C   2.00N   2.00    0.00    0.00    0.00,0,52.03488,309100,1000,6000,12715,795063.152,-4001.90081,13.14975564,-0.000877408,2.07E-07,-2.21E-11,1.00E-15,58665.4402,-54.7669613,1
dicarbon monoxide,C2O,g,C   2.00O   1.00    0.00    0.00    0.00,0,40.0208,291039.367,1000,6000,10486.419,325488.782,-2339.53572,9.7415954,-0.001245633,3.76E-07,-5.08E-11,2.54E-15,46600.4522,-33.00689278,1
tricarbon,C3,g,C   3.00    0.00    0.00    0.00    0.00,0,36.0321,839948.5,1000,6000,12109,4508043.98,-14610.16,22.8194701,-0.008544237,2.15E-06,-2.10E-10,6.35E-15,191196.492,-127.185504,1
allene,C3H4,g,C   3.00H   4.00    0.00    0.00    0.00,0,40.06386,190920,1000,6000,12604.569,3479262.9,-14303.8696,27.0250754,-0.002557269,4.71E-07,-4.65E-11,1.91E-15,107229.594,-154.8822884,1
propyne,C3H4,g,C   3.00H   4.00    0.00    0.00    0.00,0,40.06386,184510,1000,6000,13030.516,3710430.05,-14891.4286,27.3239475,-0.002645253,4.86E-07,-4.79E-11,1.96E-15,110442.765,-156.7991084,1
allyl radical,C3H5,g,C   3.00H   5.00    0.00    0.00    0.00,0,41.0718,169000,1000,6000,14066.725,3978759.95,-16874.2637,31.4245678,-0.003306814,6.34E-07,-6.51E-11,2.76E-15,119643.36,-181.8181298,1
"C3H6,propylene",C3H6,g,C   3.00H   6.00    0.00    0.00    0.00,0,42.07974,20000,1000,6000,13550.558,5017620.82,-20860.8484,36.4415793,-0.003881203,7.28E-07,-7.32E-11,3.05E-15,126124.58,-219.5717162,1
propylene oxide,C3H6O,g,C   3.00H   6.00O   1.00    0.00    0.00,0,58.07914,-93720,1000,6000,14405.391,4789694.05,-21068.8699,39.5463875,-0.003910885,7.33E-07,-7.36E-11,3.06E-15,112033.866,-237.1998654,1
tricarbon octahydride,C3H8,g,C   3.00H   8.00    0.00    0.00    0.00,0,44.09562,-104680,1000,6000,14742.059,6421429.17,-26600.1757,45.3451297,-0.005021256,9.47E-07,-9.58E-11,4.01E-15,145572.981,-281.8493672,1
1-propanol,C3H8O,g,C   3.00H   8.00O   1.00    0.00    0.00,0,60.09502,-255200,1000,6000,17462,5460837.77,-23961.1715,44.5981629,-0.003384567,5.40E-07,-4.65E-11,1.64E-15,109718.82,-267.396908,1
isopropanol,C3H8O,g,C   3.00H   8.00O   1.00    0.00    0.00,0,60.09502,-272700,1000,6000,17264.183,6000115.5,-25056.2372,46.2192822,-0.004271835,7.69E-07,-7.45E-11,3.00E-15,114835.004,-279.600463,1
carbon suboxide,C3O2,g,C   3.00O   2.00    0.00    0.00    0.00,0,68.0309,-93640,1000,6000,15084.982,696713.757,-4624.31524,16.6386245,-0.001175265,2.48E-07,-2.74E-11,1.24E-15,12522.8566,-72.75657328,1
tetracarbon,C4,g,C   4.00    0.00    0.00    0.00    0.00,0,48.0428,1033903.742,1000,6000,13117.742,920096.292,-1530.4025,6.05018454,0.005252672,-1.78E-06,2.59E-10,-1.39E-14,133439.529,-7.261998182,1
tetracarbon dihydride,C4H2,g,C   4.00H   2.00    0.00    0.00    0.00,0,50.05868,450000,1000,6000,14393.86,2328169.46,-8925.163,21.1432554,-0.001368874,2.33E-07,-2.12E-11,8.05E-16,105778.685,-108.831282,1
"1,3-butadiene",C4H6,g,C   4.00H   6.00    0.00    0.00    0.00,0,54.09044,110000,1000,6000,15130,-23619034.7,56513.241,-32.75739,0.022930709,-2.30E-06,4.29E-11,4.24E-15,-367135.91,301.3437134,1
isobutene,C4H8,g,C   4.00H   8.00    0.00    0.00    0.00,0,56.10632,-17100,1000,6000,17010,14752523.1,-52349.0832,77.4700251,-0.02121746,5.53E-06,-7.17E-10,3.63E-14,318424.106,-505.9505142,1
(CH3COOH)2,C4H8O4,g,C   4.00H   8.00O   4.00    0.00    0.00,0,120.10392,-929015.36,1000,6000,28053.457,6571343.94,-30368.7786,62.5039099,-0.005732735,1.08E-06,-1.10E-10,4.61E-15,63474.7002,-373.456489,1
isobutane,C4H10,g,C   4.00H  10.00    0.00    0.00    0.00,0,58.1222,-134990,1000,6000,17936.501,7527789.56,-32024.5737,57.001012,-0.006059715,1.14E-06,-1.16E-10,4.85E-15,172846.2,-357.61337,1
dicyanoacetylene,C4N2,g,C   4.00N   2.00    0.00    0.00    0.00,0,76.05628,533460,1000,6000,17734.459,1026263.52,-5887.56188,20.4561028,-0.001470016,3.08E-07,-3.40E-11,1.53E-15,95047.2981,-95.41320894,1
pentacarbon,C5,g,C   5.00    0.00    0.00    0.00    0.00,0,60.0535,1050924.331,1000,6000,16191.831,217246.948,-2958.65778,15.6109954,-0.000820142,1.78E-07,-2.01E-11,9.22E-16,139521.726,-64.33212764,1
"C5H11,pentyl",C5H11,g,C   5.00H  11.00    0.00    0.00    0.00,0,71.14084,45810,1000,6000,24422,12452727.2,-49272.3591,81.6579789,-0.016814097,4.20E-06,-5.22E-10,2.55E-14,300998.682,-520.3809782,1
neopentane,C5H12,g,C   5.00H  12.00    0.00    0.00    0.00,0,72.14878,-167920,1000,6000,23179,16847291.3,-59794.8915,86.8550685,-0.009622178,1.65E-06,-1.67E-10,7.37E-15,345853.522,-576.0508184,1
